protein	Database_ID	adj_p	cancer_type	change	has_event_sample_size	not_has_event_sample_size
PDRG1	ENSP00000202017	0.9973324374037679	coad	0.058040111681191636	18	42
PDPR	ENSP00000288050	0.9973324374037679	coad	-0.020925427909554865	33	66
PDPK1	ENSP00000344220	0.9973324374037679	coad	-0.022694299239109483	33	66
PDLIM7	ENSP00000352964	0.9973324374037679	coad	0.27132257604500554	33	66
PDLIM7	ENSP00000348099	0.9973324374037679	coad	0.1562899143354587	33	66
PDLIM5	ENSP00000424360	0.9973324374037679	coad	0.04957581743546702	31	61
PDLIM5	ENSP00000321746	0.9973324374037679	coad	0.10967504568560496	33	66
PDLIM4	ENSP00000253754	0.9973324374037679	coad	0.1671751006629486	33	66
PDLIM3	ENSP00000284771	0.9973324374037679	coad	0.1259537872222406	33	66
PDLIM1	ENSP00000360305	0.9973324374037679	coad	0.025688183114740568	33	66
PDK4	ENSP00000005178	0.9973324374037679	coad	0.02894018422559308	20	36
PDK2	ENSP00000420927	0.9973324374037679	coad	-0.021422478054660354	31	62
PDK1	ENSP00000282077	0.9973324374037679	coad	0.011127962109966527	33	66
PDIA6	ENSP00000272227	0.9973324374037679	coad	0.057329933009218736	33	66
PDIA5	ENSP00000323313	0.9973324374037679	coad	0.02187812283145779	33	66
PHF23	ENSP00000322579	0.9973324374037679	coad	-0.15442954019351277	11	17
PRPF40A	ENSP00000386458	0.9973324374037679	coad	0.011147477434996889	33	66
PHF3	ENSP00000262043	0.9973324374037679	coad	-0.016575705440387143	30	62
PHIP	ENSP00000275034	0.9973324374037679	coad	-0.08918704197852874	33	66
PLCD3	ENSP00000479636	0.9973324374037679	coad	-0.06913098989815653	33	66
PLCD1	ENSP00000430344	0.9973324374037679	coad	-0.14477524176808954	17	38
PLCD1	ENSP00000335600	0.9973324374037679	coad	-0.12910680524784418	33	66
PLCB4	ENSP00000367762	0.9973324374037679	coad	0.05573755569750445	33	66
PLCB3	ENSP00000279230	0.9973324374037679	coad	-0.04063214357736883	33	66
PLCB1	ENSP00000338185	0.9973324374037679	coad	0.013378819766372063	32	61
PLBD2	ENSP00000280800	0.9973324374037679	coad	-0.05581911175845242	32	63
PLBD1	ENSP00000240617	0.9973324374037679	coad	-0.011409476838881827	33	66
PLAUR	ENSP00000339328	0.9973324374037679	coad	-0.08777838669404225	31	63
PLAU	ENSP00000361850	0.9973324374037679	coad	0.047219547996378286	18	32
PLAT	ENSP00000220809	0.9973324374037679	coad	-0.15810695158636423	30	57
PLAC9	ENSP00000361337	0.9973324374037679	coad	-0.16524786990927987	25	48
PLCD4	ENSP00000388631	0.9973324374037679	coad	-0.11149990809347543	7	12
PLAA	ENSP00000380460	0.9973324374037679	coad	0.028112256314669657	33	66
PLA2G4A	ENSP00000356436	0.9973324374037679	coad	0.014458158190296666	32	65
PLA2G2A	ENSP00000364252	0.9973324374037679	coad	0.14754432236105433	33	66
PLA2G1B	ENSP00000312286	0.9973324374037679	coad	-0.32736160333898034	27	54
PKP4	ENSP00000374407	0.9973324374037679	coad	0.02253274043202748	31	57
PKP3	ENSP00000331678	0.9973324374037679	coad	-0.05306640702553944	33	66
PKP2	ENSP00000342800	0.9973324374037679	coad	-0.09473310881343333	33	66
PKP1	ENSP00000263946	0.9973324374037679	coad	0.09898079733919332	4	7
PKN2	ENSP00000359552	0.9973324374037679	coad	-0.01201228784140812	33	66
PKN1	ENSP00000242783	0.9973324374037679	coad	0.08541020088458398	33	66
PKMYT1	ENSP00000262300	0.9973324374037679	coad	0.3123908665407965	6	10
PKM	ENSP00000334983	0.9973324374037679	coad	0.10919457743685616	33	66
PKM	ENSP00000320171	0.9973324374037679	coad	0.13384096475588136	33	66
PLA2G4F	ENSP00000380442	0.9973324374037679	coad	-0.19729135675585885	14	21
PKLR	ENSP00000339933	0.9973324374037679	coad	-0.15546196807766102	19	37
PLCG1	ENSP00000244007	0.9973324374037679	coad	0.019974875834545117	33	66
PLCL2	ENSP00000412836	0.9973324374037679	coad	-0.1040216010029053	5	11
PLPP1	ENSP00000264775	0.9973324374037679	coad	-0.1484298120634443	19	42
PLPBP	ENSP00000333551	0.9973324374037679	coad	0.01445338324026188	33	66
PLOD3	ENSP00000223127	0.9973324374037679	coad	0.014462033414383901	33	66
PLOD2	ENSP00000282903	0.9973324374037679	coad	0.08934070199488009	33	66
PLOD1	ENSP00000196061	0.9973324374037679	coad	0.06302565653402958	33	66
PLK1	ENSP00000300093	0.9973324374037679	coad	0.1834719885658322	5	14
PLIN3	ENSP00000221957	0.9973324374037679	coad	0.06648061867057348	33	66
PLIN2	ENSP00000276914	0.9973324374037679	coad	-0.027290641085240264	33	66
PLIN1	ENSP00000300055	0.9973324374037679	coad	-0.07058648676203172	33	66
PLGRKT	ENSP00000223864	0.9973324374037679	coad	0.036208571480213475	33	66
PLG	ENSP00000308938	0.9973324374037679	coad	-0.08475698414175128	33	66
PLEKHO2	ENSP00000326706	0.9973324374037679	coad	0.017212533628916588	33	66
PLCG2	ENSP00000482457	0.9973324374037679	coad	-0.024689225665482678	33	66
PLEKHO1	ENSP00000358120	0.9973324374037679	coad	-0.03580632953128948	22	37
PLEKHJ1	ENSP00000318075	0.9973324374037679	coad	-0.03961549205668686	5	19
PLEKHG3	ENSP00000247226	0.9973324374037679	coad	-0.050060563752035894	32	63
PLEKHG2	ENSP00000386492	0.9973324374037679	coad	0.11996003763895058	6	15
PLEKHA7	ENSP00000435389	0.9973324374037679	coad	-0.00994611066922331	33	66
PLEKHA6	ENSP00000402046	0.9973324374037679	coad	-0.03804918799344792	33	66
PLEKHA5	ENSP00000299275	0.9973324374037679	coad	-0.056503238706256266	33	66
PLEKHA2	ENSP00000482228	0.9973324374037679	coad	0.03376428072340386	33	66
PLEK2	ENSP00000216446	0.9973324374037679	coad	-0.10985934211295445	26	57
PLEK	ENSP00000234313	0.9973324374037679	coad	-0.0363425479781867	33	66
PLD3	ENSP00000348901	0.9973324374037679	coad	-0.09134419489255838	33	66
PLD2	ENSP00000263088	0.9973324374037679	coad	0.03503261208207972	18	34
PLD1	ENSP00000342793	0.9973324374037679	coad	-0.147359866459922	32	64
PLEKHM1	ENSP00000389913	0.9973324374037679	coad	0.07774382028840673	5	7
PKIG	ENSP00000338067	0.9973324374037679	coad	-0.08648584785036212	12	35
PKIB	ENSP00000258014	0.9973324374037679	coad	-0.28796726898888425	12	23
PKD2	ENSP00000237596	0.9973324374037679	coad	-0.18287122082756835	11	17
PIGN	ENSP00000350263	0.9973324374037679	coad	0.07431228251141836	17	37
PIGK	ENSP00000359848	0.9973324374037679	coad	0.01913470874524903	33	66
PIGBOS1	ENSP00000482636	0.9973324374037679	coad	0.1714111761924256	13	26
PIEZO1	ENSP00000301015	0.9973324374037679	coad	-0.04515225784750601	24	47
PID1	ENSP00000375908	0.9973324374037679	coad	-0.18803828274375145	16	25
PICK1	ENSP00000349465	0.9973324374037679	coad	0.1411737045476858	29	55
PICALM	ENSP00000348718	0.9973324374037679	coad	0.011126755947651397	33	66
PIBF1	ENSP00000317144	0.9973324374037679	coad	0.27469351929804753	4	8
PIAS4	ENSP00000262971	0.9973324374037679	coad	-0.2581185674751334	4	6
PIAS1	ENSP00000249636	0.9973324374037679	coad	-0.017542753184243892	12	24
PI4KB	ENSP00000357866	0.9973324374037679	coad	0.09619508212043151	15	39
PI4KA	ENSP00000255882	0.9973324374037679	coad	0.030661993526365366	33	66
PIGO	ENSP00000367880	0.9973324374037679	coad	-0.05730844490843595	33	66
PI4K2B	ENSP00000264864	0.9973324374037679	coad	0.07852341977467436	17	28
PI3	ENSP00000243924	0.9973324374037679	coad	0.06293359422438533	5	15
PI16	ENSP00000362778	0.9973324374037679	coad	-0.11187395927139854	7	21
PHYKPL	ENSP00000310978	0.9973324374037679	coad	-0.07032394051485066	31	62
PHYH	ENSP00000263038	0.9973324374037679	coad	-0.13739226885238176	30	62
PHRF1	ENSP00000264555	0.9973324374037679	coad	0.016902718545942462	27	44
PHLPP1	ENSP00000262719	0.9973324374037679	coad	-0.21963416715029335	8	13
PHLDB2	ENSP00000377500	0.9973324374037679	coad	-0.02247127352769457	33	66
PHLDB1	ENSP00000354498	0.9973324374037679	coad	0.016641397544055525	33	66
PHLDA3	ENSP00000356278	0.9973324374037679	coad	0.13277444894572837	28	45
PHLDA2	ENSP00000319231	0.9973324374037679	coad	-0.05718404125456733	17	35
PHKG2	ENSP00000329968	0.9973324374037679	coad	0.07971792029459085	21	33
PHKB	ENSP00000299167	0.9973324374037679	coad	-0.005832828515272809	33	66
PI4K2A	ENSP00000359665	0.9973324374037679	coad	-0.1663236491501865	6	18
PIGR	ENSP00000348888	0.9973324374037679	coad	-0.11096624973326732	33	66
PIGS	ENSP00000309430	0.9973324374037679	coad	0.058085270842638606	33	66
PIGT	ENSP00000279036	0.9973324374037679	coad	-0.04279153363873783	33	66
PKD1	ENSP00000262304	0.9973324374037679	coad	0.055028148449525416	26	52
PITRM1	ENSP00000224949	0.9973324374037679	coad	0.04311627505837659	33	66
PITPNM1	ENSP00000348772	0.9973324374037679	coad	-0.14089507606977816	24	50
PITPNB	ENSP00000334738	0.9973324374037679	coad	0.06435189585894405	33	66
PITHD1	ENSP00000246151	0.9973324374037679	coad	0.0867126370752388	33	66
PISD	ENSP00000391739	0.9973324374037679	coad	-0.01988551317612816	29	59
PIRT	ENSP00000462046	0.9973324374037679	coad	0.18932447229551097	5	5
PIP5K1C	ENSP00000335333	0.9973324374037679	coad	0.07697146222821083	33	66
PIP5K1A	ENSP00000357883	0.9973324374037679	coad	0.0963613453957024	20	46
PIP4P1	ENSP00000250489	0.9973324374037679	coad	-0.02294387985300966	24	53
PIP4K2C	ENSP00000347032	0.9973324374037679	coad	0.021910655157488197	33	66
PIP4K2B	ENSP00000482548	0.9973324374037679	coad	0.02596536379930675	33	66
PIP4K2A	ENSP00000365757	0.9973324374037679	coad	-0.010711950156457789	33	66
PINX1	ENSP00000318966	0.9973324374037679	coad	0.05551252078424593	24	46
PIN1	ENSP00000247970	0.9973324374037679	coad	0.07387124807356271	33	66
PIKFYVE	ENSP00000264380	0.9973324374037679	coad	-0.20586802161661133	4	8
PIK3R1	ENSP00000428056	0.9973324374037679	coad	0.006056261788311035	30	62
PIK3IP1	ENSP00000215912	0.9973324374037679	coad	-0.1002284233815095	9	18
PIK3CD	ENSP00000366563	0.9973324374037679	coad	-0.08001167641066703	16	33
PIK3CB	ENSP00000289153	0.9973324374037679	coad	-0.022411326938860623	21	45
PIK3CA	ENSP00000263967	0.9973324374037679	coad	-0.04954624648333264	26	55
PIK3C3	ENSP00000262039	0.9973324374037679	coad	0.04771289016284963	33	66
PIK3C2B	ENSP00000356155	0.9973324374037679	coad	-0.09888703810641411	22	39
PIK3C2A	ENSP00000265970	0.9973324374037679	coad	0.013795674545074823	33	66
PIH1D1	ENSP00000262265	0.9973324374037679	coad	0.008762079165862857	33	66
PIGX	ENSP00000296333	0.9973324374037679	coad	-0.3901872783787404	5	6
PIGU	ENSP00000363953	0.9973324374037679	coad	-0.015053861257307288	33	66
PHGDH	ENSP00000493175	0.9973324374037679	coad	0.03985276464863352	33	66
PRPF4B	ENSP00000337194	0.9973324374037679	coad	-0.01178631056485055	33	66
PRPF6	ENSP00000266079	0.9973324374037679	coad	-0.02939248476451717	33	66
PRPF8	ENSP00000304350	0.9973324374037679	coad	-0.004898776635608948	33	66
RCC2	ENSP00000364582	0.9973324374037679	coad	0.026226127344276262	33	66
RCC1L	ENSP00000480364	0.9973324374037679	coad	0.05762206657175027	33	66
RCC1	ENSP00000362937	0.9973324374037679	coad	0.004550413022830491	33	66
RCBTB2	ENSP00000345144	0.9973324374037679	coad	-0.10636581441332617	5	9
RC3H1	ENSP00000258349	0.9973324374037679	coad	0.515666915562563	12	22
RBX1	ENSP00000216225	0.9973324374037679	coad	0.0073641404246661685	33	66
RBSN	ENSP00000253699	0.9973324374037679	coad	-0.007736247091122028	33	66
RBPMS2	ENSP00000300069	0.9973324374037679	coad	-0.03687810945992698	27	49
RBPMS	ENSP00000287771	0.9973324374037679	coad	0.07427825759094003	33	66
RBPJ	ENSP00000305815	0.9973324374037679	coad	0.04406169668668571	33	66
RBP5	ENSP00000266560	0.9973324374037679	coad	-0.0787185973948536	5	12
RBP2	ENSP00000232217	0.9973324374037679	coad	0.08835493961782873	15	24
RCCD1	ENSP00000377801	0.9973324374037679	coad	0.08952353018048209	16	33
RBP1	ENSP00000232219	0.9973324374037679	coad	-0.10508677121769472	30	63
RBMS2	ENSP00000262031	0.9973324374037679	coad	0.013847847797409829	19	30
RBMS1	ENSP00000294904	0.9973324374037679	coad	0.07628130562947566	16	27
RBM8A	ENSP00000463058	0.9973324374037679	coad	0.014545408917453345	33	66
RBM8A	ENSP00000358313	0.9973324374037679	coad	-0.3771309159073099	6	15
RBM7	ENSP00000364639	0.9973324374037679	coad	-0.23578626815928277	15	21
RBM6	ENSP00000266022	0.9973324374037679	coad	-0.030764639906708052	33	66
RBM4B	ENSP00000310471	0.9973324374037679	coad	0.24761635115448044	8	6
RBM47	ENSP00000295971	0.9973324374037679	coad	-0.017377132004142405	33	66
RBM45	ENSP00000286070	0.9973324374037679	coad	0.03671344521316197	25	53
RBM42	ENSP00000262633	0.9973324374037679	coad	-0.013659643087350265	33	66
RBM4	ENSP00000309166	0.9973324374037679	coad	-0.061627592672898045	17	37
RBM39	ENSP00000354437	0.9973324374037679	coad	-0.004475183987078052	33	66
RBMXL1	ENSP00000318415	0.9973324374037679	coad	-0.03047830905005683	33	66
RBM34	ENSP00000386226	0.9973324374037679	coad	-0.05452312850510557	30	62
RCE1	ENSP00000309163	0.9973324374037679	coad	-0.03167002814633009	11	21
RCL1	ENSP00000371169	0.9973324374037679	coad	0.013163033940031932	33	66
REP15	ENSP00000310335	0.9973324374037679	coad	-0.05002392704273395	23	44
RELB	ENSP00000221452	0.9973324374037679	coad	-0.11446804340312924	21	48
RELA	ENSP00000432537	0.9973324374037679	coad	0.029119290793941488	33	66
REL	ENSP00000377989	0.9973324374037679	coad	-0.05187741312049392	33	66
REG4	ENSP00000256585	0.9973324374037679	coad	0.196663739366357	33	66
REG3A	ENSP00000304311	0.9973324374037679	coad	0.27336215235723726	33	66
REG1B	ENSP00000303206	0.9973324374037679	coad	0.7596394071524197	9	14
REG1A	ENSP00000233735	0.9973324374037679	coad	-0.1273682197468503	27	56
REEP6	ENSP00000233596	0.9973324374037679	coad	0.24196217428847533	33	66
REEP5	ENSP00000368959	0.9973324374037679	coad	0.015705527776142064	33	66
REEP4	ENSP00000303482	0.9973324374037679	coad	-0.0269639403748268	30	62
REEP3	ENSP00000362863	0.9973324374037679	coad	0.0937485245494584	33	66
RCHY1	ENSP00000321239	0.9973324374037679	coad	-0.2307424410094277	13	26
REEP1	ENSP00000165698	0.9973324374037679	coad	-0.276117516700742	16	29
RECQL	ENSP00000395449	0.9973324374037679	coad	0.022469112906028627	33	66
RECK	ENSP00000367202	0.9973324374037679	coad	-0.13935097942433794	24	53
RDX	ENSP00000432112	0.9973324374037679	coad	0.0694826388519365	33	66
RDH14	ENSP00000370648	0.9973324374037679	coad	0.006251245633060537	33	66
RDH13	ENSP00000391121	0.9973324374037679	coad	0.041037482807763336	33	66
RDH11	ENSP00000370750	0.9973324374037679	coad	-0.017127380887144744	33	66
RCSD1	ENSP00000356828	0.9973324374037679	coad	-0.010542979773205341	33	66
RCOR3	ENSP00000355972	0.9973324374037679	coad	-0.09084713568255295	25	50
RCOR1	ENSP00000262241	0.9973324374037679	coad	0.029524349515454268	33	66
RCN3	ENSP00000270645	0.9973324374037679	coad	0.06673387532061797	33	66
RCN2	ENSP00000319739	0.9973324374037679	coad	0.02173515884076682	33	66
RCN1	ENSP00000054950	0.9973324374037679	coad	0.04866646476849512	33	66
RECQL5	ENSP00000317636	0.9973324374037679	coad	0.07352382750880529	23	57
RBM33	ENSP00000384160	0.9973324374037679	coad	-0.11893435358877812	31	61
RBM28	ENSP00000223073	0.9973324374037679	coad	0.014298059274479136	33	66
RBM26	ENSP00000390222	0.9973324374037679	coad	0.010436404018478118	33	66
RAPGEFL1	ENSP00000479735	0.9973324374037679	coad	-0.03775589992559478	7	10
RAPGEF2	ENSP00000264431	0.9973324374037679	coad	0.05077117552071672	33	66
RAPGEF1	ENSP00000361263	0.9973324374037679	coad	-0.03246208628786501	32	63
RAP2B	ENSP00000319096	0.9973324374037679	coad	-0.026440292550086016	33	66
RAP2A	ENSP00000245304	0.9973324374037679	coad	0.09068239372750453	13	33
RAP1GDS1	ENSP00000407157	0.9973324374037679	coad	0.08426630550884445	33	66
RAP1GDS1	ENSP00000386223	0.9973324374037679	coad	0.0498150110989008	29	58
RAP1GDS1	ENSP00000386153	0.9973324374037679	coad	0.049411379437660774	33	66
RAP1GAP2	ENSP00000389824	0.9973324374037679	coad	0.0849424246264686	25	49
RAP1GAP	ENSP00000363893	0.9973324374037679	coad	-0.18290653109248425	23	42
RAP1B	ENSP00000250559	0.9973324374037679	coad	0.12460660811974261	33	66
RAP1A	ENSP00000348786	0.9973324374037679	coad	0.10896885682628638	33	66
RAPH1	ENSP00000363617	0.9973324374037679	coad	-0.08259567037854741	29	58
RANGRF	ENSP00000226105	0.9973324374037679	coad	0.05736097714947991	6	10
RANBP9	ENSP00000011619	0.9973324374037679	coad	-0.007793844905286139	33	66
RANBP6	ENSP00000259569	0.9973324374037679	coad	-0.08465046276663155	28	55
RANBP3	ENSP00000404837	0.9973324374037679	coad	0.026308209277444723	33	66
RANBP2	ENSP00000283195	0.9973324374037679	coad	0.0035590858144693427	33	66
RANBP10	ENSP00000316589	0.9973324374037679	coad	0.13457937531616085	23	36
RANBP1	ENSP00000327583	0.9973324374037679	coad	-0.024412058838773995	33	66
RAN	ENSP00000376176	0.9973324374037679	coad	0.046488164632493584	33	66
RAMAC	ENSP00000307181	0.9973324374037679	coad	0.01320774169058607	12	19
RALY	ENSP00000364255	0.9973324374037679	coad	-0.07954475751060228	20	47
RALY	ENSP00000246194	0.9973324374037679	coad	-0.03939886879334015	33	66
RALGPS2	ENSP00000356606	0.9973324374037679	coad	0.08671482628145478	12	22
RALGAPB	ENSP00000262879	0.9973324374037679	coad	0.01181020796299858	33	66
RANGAP1	ENSP00000348577	0.9973324374037679	coad	0.04707316621725954	33	66
RARRES1	ENSP00000237696	0.9973324374037679	coad	0.12084750040493836	13	21
RARRES2	ENSP00000223271	0.9973324374037679	coad	-0.04764117756645758	33	66
RARS1	ENSP00000231572	0.9973324374037679	coad	0.03140412706797023	33	66
RBM25	ENSP00000261973	0.9973324374037679	coad	-0.010648670236444807	33	66
RBM23	ENSP00000339220	0.9973324374037679	coad	0.10031024870224055	12	14
RBM19	ENSP00000261741	0.9973324374037679	coad	0.047218117800280485	33	66
RBM17	ENSP00000369218	0.9973324374037679	coad	0.012959990004090621	33	66
RBM15B	ENSP00000454545	0.9973324374037679	coad	-0.09398120934270954	23	44
RBM15	ENSP00000358799	0.9973324374037679	coad	-0.013224813773999117	33	66
RBM14	ENSP00000311747	0.9973324374037679	coad	-0.0168117797917528	33	66
RBM12	ENSP00000352668	0.9973324374037679	coad	0.011949088909531447	33	66
RBL2	ENSP00000262133	0.9973324374037679	coad	-0.11479512246827356	20	37
RBKS	ENSP00000306817	0.9973324374037679	coad	0.08057245200705482	33	66
RBFOX2	ENSP00000413035	0.9973324374037679	coad	0.16751753809114572	10	12
RBBP9	ENSP00000336866	0.9973324374037679	coad	0.04155361211192882	33	66
RBBP6	ENSP00000316291	0.9973324374037679	coad	-0.03503473887223729	33	66
RBBP4	ENSP00000362584	0.9973324374037679	coad	0.009419300516804424	33	66
RB1	ENSP00000267163	0.9973324374037679	coad	0.0093449792152272	33	66
RAVER2	ENSP00000360112	0.9973324374037679	coad	0.03415030146306158	23	48
RAVER1	ENSP00000482277	0.9973324374037679	coad	-0.035304599643263046	33	66
RASSF2	ENSP00000368684	0.9973324374037679	coad	0.04601204333590593	33	66
RASL12	ENSP00000220062	0.9973324374037679	coad	-0.03502320723564056	6	10
RASIP1	ENSP00000222145	0.9973324374037679	coad	0.04680260550757881	28	52
RASGRP4	ENSP00000416463	0.9973324374037679	coad	-0.24006751157125378	5	8
RASAL3	ENSP00000341905	0.9973324374037679	coad	-0.05919360539225142	33	66
RASAL2	ENSP00000356621	0.9973324374037679	coad	0.15648469626277517	24	46
RASAL1	ENSP00000261729	0.9973324374037679	coad	-0.14163318056241675	32	63
RASA2	ENSP00000286364	0.9973324374037679	coad	0.011997041463771743	28	59
RASA1	ENSP00000274376	0.9973324374037679	coad	0.02024009337637655	33	66
RARS2	ENSP00000358549	0.9973324374037679	coad	0.03424120722987788	33	66
RER1	ENSP00000464222	0.9973324374037679	coad	-0.024299798646991014	33	66
RALGAPA2	ENSP00000202677	0.9973324374037679	coad	0.021217991183962726	30	62
RETN	ENSP00000221515	0.9973324374037679	coad	0.12327656494933481	31	61
RETREG3	ENSP00000309432	0.9973324374037679	coad	-0.06279075411092558	33	66
RNF20	ENSP00000373772	0.9973324374037679	coad	-0.023513156859393508	33	66
RNF2	ENSP00000356480	0.9973324374037679	coad	0.06874168060504213	26	53
RNF185	ENSP00000320508	0.9973324374037679	coad	0.040918695921035156	31	59
RNF181	ENSP00000306906	0.9973324374037679	coad	-0.08202049930851521	28	63
RNF170	ENSP00000434797	0.9973324374037679	coad	-0.03899469326071363	33	66
RNF17	ENSP00000255324	0.9973324374037679	coad	0.04286965567525036	13	28
RNF169	ENSP00000299563	0.9973324374037679	coad	-0.024868937187168018	19	44
RNF168	ENSP00000320898	0.9973324374037679	coad	-0.03243885100316324	9	17
RNF146	ENSP00000309365	0.9973324374037679	coad	0.49126401786496837	4	8
RNF144A	ENSP00000321330	0.9973324374037679	coad	0.06721676506497465	33	65
RNF14	ENSP00000324956	0.9973324374037679	coad	-0.054702517443101506	31	52
RNF135	ENSP00000328340	0.9973324374037679	coad	-0.1214203719612792	8	6
