protein	Database_ID	adj_p	cancer_type	change	has_event_sample_size	not_has_event_sample_size
GFAP	ENSP00000253408	0.9883482513236069	hnscc	-0.6255417983184113	17	36
GET4	ENSP00000265857	0.9883482513236069	hnscc	-0.07110808782087255	21	45
GPATCH8	ENSP00000467556	0.9883482513236069	hnscc	0.05372006926277739	21	45
GDPGP1	ENSP00000368405	0.9883482513236069	hnscc	-0.14136743733112922	21	45
GPBP1L1	ENSP00000290795	0.9883482513236069	hnscc	-0.05221346315644665	9	28
GEMIN7	ENSP00000270257	0.9883482513236069	hnscc	-0.06338793353082992	19	40
GEMIN6	ENSP00000281950	0.9883482513236069	hnscc	-0.16534897531118378	21	45
GPC1	ENSP00000264039	0.9883482513236069	hnscc	0.04757871835149988	21	45
GPC6	ENSP00000366246	0.9883482513236069	hnscc	-0.2982277929551673	21	45
GEMIN5	ENSP00000285873	0.9883482513236069	hnscc	0.025612123881430374	21	45
GPCPD1	ENSP00000368305	0.9883482513236069	hnscc	0.049743935417855656	21	45
GEMIN4	ENSP00000321706	0.9883482513236069	hnscc	-0.03243680312610081	21	45
GPD1	ENSP00000301149	0.9883482513236069	hnscc	-0.4294931289218631	21	45
GEN1	ENSP00000318977	0.9883482513236069	hnscc	0.13004954467905444	11	23
GIMAP7	ENSP00000315474	0.9883482513236069	hnscc	0.06414798716064278	21	45
GIMAP8	ENSP00000305107	0.9883482513236069	hnscc	0.07960496190797675	21	45
GINS1	ENSP00000262460	0.9883482513236069	hnscc	-0.1256791558770996	21	45
ITPRID2	ENSP00000388731	0.9883482513236069	hnscc	0.07455805057230624	21	45
GLS	ENSP00000317379	0.9883482513236069	hnscc	-0.2549477847281658	14	33
GLRX3	ENSP00000330836	0.9883482513236069	hnscc	0.061667411552194115	21	45
GNAI3	ENSP00000358867	0.9883482513236069	hnscc	0.05773539543156299	21	45
GNAO1	ENSP00000262493	0.9883482513236069	hnscc	-0.20948010988920074	21	45
GLRX2	ENSP00000356409	0.9883482513236069	hnscc	-0.2732158883295009	9	15
GNAQ	ENSP00000286548	0.9883482513236069	hnscc	-0.054521703748974276	21	45
GNAS	ENSP00000360141	0.9883482513236069	hnscc	-0.03046836570872538	21	45
ITM2B	ENSP00000497221	0.9883482513236069	hnscc	0.05729225558890251	21	45
GLRX	ENSP00000237858	0.9883482513236069	hnscc	-0.10314556431752109	21	45
ITLN1	ENSP00000323587	0.9883482513236069	hnscc	-0.6888280913553861	11	21
ITIH5	ENSP00000380332	0.9883482513236069	hnscc	-0.0808296137220137	21	45
GLO1	ENSP00000362463	0.9883482513236069	hnscc	-0.09483699102351933	21	45
GLMP	ENSP00000354553	0.9883482513236069	hnscc	-0.12682481035306198	21	45
GLIPR2	ENSP00000367196	0.9883482513236069	hnscc	-0.08640554329354408	21	45
GLIPR1	ENSP00000266659	0.9883482513236069	hnscc	0.26155834027716174	19	43
GLI3	ENSP00000379258	0.9883482513236069	hnscc	-0.2986207635000938	9	12
GNB1L	ENSP00000331313	0.9883482513236069	hnscc	-0.053170166111772804	21	45
GNB1	ENSP00000367872	0.9883482513236069	hnscc	-0.10462798978226351	21	45
GLI2	ENSP00000354586	0.9883482513236069	hnscc	-0.3725750681775537	4	8
GLS	ENSP00000340689	0.9883482513236069	hnscc	-0.01798696498242419	21	45
GNAI2	ENSP00000312999	0.9883482513236069	hnscc	-0.023156606385401388	21	45
ITPR2	ENSP00000370744	0.9883482513236069	hnscc	0.02228899539703455	21	45
ITPR1	ENSP00000306253	0.9883482513236069	hnscc	-0.10223701250134565	21	45
ITPKC	ENSP00000263370	0.9883482513236069	hnscc	0.1704000765806608	21	45
GMNN	ENSP00000230056	0.9883482513236069	hnscc	0.33410345130287267	8	13
GMCL1	ENSP00000282570	0.9883482513236069	hnscc	-0.18882472051394858	5	10
ITPKB	ENSP00000272117	0.9883482513236069	hnscc	-0.09199470617615657	21	45
GMPPB	ENSP00000309092	0.9883482513236069	hnscc	-0.06976696153895155	21	45
GLYR1	ENSP00000322716	0.9883482513236069	hnscc	0.0464488721853952	21	45
GLT8D1	ENSP00000266014	0.9883482513236069	hnscc	-0.25455981740707534	21	45
GMPR	ENSP00000259727	0.9883482513236069	hnscc	-0.13052640866667553	21	45
ITPR3	ENSP00000363435	0.9883482513236069	hnscc	0.09003338351419155	21	45
GNA11	ENSP00000078429	0.9883482513236069	hnscc	-0.023130522516611518	21	45
GLYATL2	ENSP00000287275	0.9883482513236069	hnscc	-0.11661754822536574	13	34
GLUL	ENSP00000307900	0.9883482513236069	hnscc	0.12130280872997071	21	45
GLUD1	ENSP00000277865	0.9883482513236069	hnscc	-0.06254433672515353	21	45
GLTP	ENSP00000315263	0.9883482513236069	hnscc	0.1680140293120116	21	45
GNA13	ENSP00000400717	0.9883482513236069	hnscc	-0.038358287003596	21	45
GLT8D2	ENSP00000354053	0.9883482513236069	hnscc	-0.17718301872799144	21	42
GMPS	ENSP00000419851	0.9883482513236069	hnscc	0.026973253568727262	21	45
GLE1	ENSP00000308622	0.9883482513236069	hnscc	0.03811742047079216	21	45
GLDC	ENSP00000370737	0.9883482513236069	hnscc	-0.1568406302795675	21	45
GLCE	ENSP00000261858	0.9883482513236069	hnscc	-0.0418190439232617	21	45
GIPC3	ENSP00000495068	0.9883482513236069	hnscc	-0.13067750686362645	15	29
GNPDA1	ENSP00000311876	0.9883482513236069	hnscc	0.07425605508359776	21	45
IVD	ENSP00000418397	0.9883482513236069	hnscc	-0.20232700194650965	21	45
GIPC2	ENSP00000359795	0.9883482513236069	hnscc	0.12305128166638413	13	32
GNPTAB	ENSP00000299314	0.9883482513236069	hnscc	-0.10091895289100367	21	42
GNPTG	ENSP00000204679	0.9883482513236069	hnscc	-0.07357395536133197	21	45
GOLGA1	ENSP00000362656	0.9883482513236069	hnscc	0.019944904463234082	21	45
GOLGA2	ENSP00000416097	0.9883482513236069	hnscc	0.042122284916543296	21	45
ITSN2	ENSP00000347244	0.9883482513236069	hnscc	0.07153489641743338	21	45
GOLGA3	ENSP00000204726	0.9883482513236069	hnscc	-0.031210698067316474	21	45
GIPC1	ENSP00000340698	0.9883482513236069	hnscc	0.0738260546729777	21	45
GOLGA7	ENSP00000350378	0.9883482513236069	hnscc	0.072539769950583	21	45
GINS4	ENSP00000276533	0.9883482513236069	hnscc	0.10043514750539045	21	45
IVL	ENSP00000357753	0.9883482513236069	hnscc	0.08120109780777243	21	45
GOLGB1	ENSP00000377275	0.9883482513236069	hnscc	-0.07835370864305857	18	42
ITIH4	ENSP00000266041	0.9883482513236069	hnscc	0.10851622457428978	21	45
GOLGB1	ENSP00000484083	0.9883482513236069	hnscc	-0.2036159952988439	10	25
GOLM1	ENSP00000373363	0.9883482513236069	hnscc	-0.1540020441703526	21	45
ITIH4	ENSP00000384425	0.9883482513236069	hnscc	0.20585093550785638	21	45
GIT2	ENSP00000448832	0.9883482513236069	hnscc	-0.18884229722817222	13	24
GNMT	ENSP00000361894	0.9883482513236069	hnscc	0.513098519874415	4	5
GJB2	ENSP00000372295	0.9883482513236069	hnscc	0.10604390606018455	21	45
ITPRIP	ENSP00000278071	0.9883482513236069	hnscc	0.06342740049673007	21	45
ITPRIPL2	ENSP00000370849	0.9883482513236069	hnscc	-0.24380379707040456	12	27
GNB4	ENSP00000232564	0.9883482513236069	hnscc	-0.028209636998173332	21	45
GLCCI1	ENSP00000223145	0.9883482513236069	hnscc	0.043279833279464774	14	33
ITSN1	ENSP00000382301	0.9883482513236069	hnscc	-0.030172483640519276	21	45
GNB5	ENSP00000351635	0.9883482513236069	hnscc	-0.14968212156368693	14	25
GNE	ENSP00000379839	0.9883482513236069	hnscc	0.11088425599268378	21	45
GNG11	ENSP00000248564	0.9883482513236069	hnscc	-0.22405095689943244	21	45
GLB1	ENSP00000382333	0.9883482513236069	hnscc	0.11764750025208551	21	45
GNG12	ENSP00000360021	0.9883482513236069	hnscc	0.033294773749551865	21	45
GKAP1	ENSP00000365544	0.9883482513236069	hnscc	-0.497973122001544	4	12
GJB6	ENSP00000241124	0.9883482513236069	hnscc	-0.08099851570366617	21	42
GNG4	ENSP00000355556	0.9883482513236069	hnscc	0.20818476094355887	13	31
GJB3	ENSP00000362460	0.9883482513236069	hnscc	-0.13786807304422347	10	21
GNG5	ENSP00000359675	0.9883482513236069	hnscc	0.08474913629436973	21	45
GNG7	ENSP00000371594	0.9883482513236069	hnscc	-0.20624599113907635	21	42
GNL1	ENSP00000365806	0.9883482513236069	hnscc	-0.021376215257752577	21	45
GNL3	ENSP00000378278	0.9883482513236069	hnscc	0.05835914118387523	21	45
GNLY	ENSP00000263863	0.9883482513236069	hnscc	-0.19061846806107385	18	38
GPN3	ENSP00000228827	0.9883482513236069	hnscc	-0.027185203279211395	21	45
ITGB4	ENSP00000400217	0.9883482513236069	hnscc	-0.20497334345983015	10	22
GCNT1	ENSP00000365920	0.9883482513236069	hnscc	0.31171167892017926	5	11
ITGB3	ENSP00000452786	0.9883482513236069	hnscc	-0.3598567261932237	4	13
GALK1	ENSP00000225614	0.9883482513236069	hnscc	-0.030745861767827093	21	45
GSN	ENSP00000362914	0.9883482513236069	hnscc	-0.09148017193861356	21	45
GALE	ENSP00000363621	0.9883482513236069	hnscc	0.06626801894857481	21	45
GSPT1	ENSP00000398131	0.9883482513236069	hnscc	0.08981781548055259	21	45
ITGA5	ENSP00000293379	0.9883482513236069	hnscc	-0.10018570377974537	21	45
GSS	ENSP00000493903	0.9883482513236069	hnscc	-0.11633921813108704	21	45
GSTA4	ENSP00000359998	0.9883482513236069	hnscc	0.09165956889461058	21	45
GSTCD	ENSP00000353695	0.9883482513236069	hnscc	0.014536739532626264	21	45
GALK2	ENSP00000453129	0.9883482513236069	hnscc	-0.027497394778769918	21	45
GAK	ENSP00000314499	0.9883482513236069	hnscc	0.123348187623596	21	45
KANK4	ENSP00000360195	0.9883482513236069	hnscc	-0.1269264333526216	17	38
GADD45GIP1	ENSP00000323065	0.9883482513236069	hnscc	0.04070601278768915	21	45
GSTM2	ENSP00000241337	0.9883482513236069	hnscc	-0.22089677697618462	21	45
GABPB2	ENSP00000357914	0.9883482513236069	hnscc	-0.1182009198704061	16	35
KANSL1	ENSP00000262419	0.9883482513236069	hnscc	-0.07281138727253994	18	39
GSTM4	ENSP00000358851	0.9883482513236069	hnscc	-0.09886072935010023	21	45
KANSL2	ENSP00000415436	0.9883482513236069	hnscc	0.1523301311566193	16	32
GABPB1	ENSP00000351923	0.9883482513236069	hnscc	0.08130115176242064	7	13
GSTM1	ENSP00000311469	0.9883482513236069	hnscc	-0.7052344204813588	21	45
KANSL3	ENSP00000396749	0.9883482513236069	hnscc	-0.13969798302946168	20	43
GSKIP	ENSP00000412315	0.9883482513236069	hnscc	0.17089714395280553	21	45
GALM	ENSP00000272252	0.9883482513236069	hnscc	-0.10491840996896393	21	45
GRPEL2	ENSP00000329558	0.9883482513236069	hnscc	0.0982715105343962	21	45
GRSF1	ENSP00000254799	0.9883482513236069	hnscc	-0.04559434765746964	21	45
GRTP1	ENSP00000364579	0.9883482513236069	hnscc	-0.09545465676756844	7	22
GRWD1	ENSP00000253237	0.9883482513236069	hnscc	0.014677977383734941	21	45
GSDMA	ENSP00000301659	0.9883482513236069	hnscc	0.1488582278527676	21	45
GALNT6	ENSP00000348668	0.9883482513236069	hnscc	-0.1875688437191192	21	45
GALNT5	ENSP00000259056	0.9883482513236069	hnscc	0.1353156997890188	21	45
KALRN	ENSP00000353109	0.9883482513236069	hnscc	0.3524718579371194	16	30
GSK3B	ENSP00000264235	0.9883482513236069	hnscc	-0.035628016762805644	21	45
GSDME	ENSP00000339587	0.9883482513236069	hnscc	0.06566855667842697	21	45
GSE1	ENSP00000253458	0.9883482513236069	hnscc	-0.19774387494444007	19	40
ITGA6	ENSP00000264107	0.9883482513236069	hnscc	-0.09824706019157697	21	45
GSK3A	ENSP00000222330	0.9883482513236069	hnscc	0.028747244824245066	21	45
KANK2	ENSP00000465650	0.9883482513236069	hnscc	-0.12207517823470582	21	45
GALNT12	ENSP00000364150	0.9883482513236069	hnscc	-0.08668550833820948	21	45
GALNT11	ENSP00000395122	0.9883482513236069	hnscc	-0.07761731695039265	19	40
GALNT10	ENSP00000297107	0.9883482513236069	hnscc	-0.36090821113887844	16	39
KANK3	ENSP00000328923	0.9883482513236069	hnscc	-0.07560861368076321	21	45
GALNT2	ENSP00000355632	0.9883482513236069	hnscc	-0.050245422821085906	21	45
GSTM5	ENSP00000256593	0.9883482513236069	hnscc	-0.262659534532349	17	36
KARS1	ENSP00000303043	0.9883482513236069	hnscc	0.06059184617606366	21	45
GABPA	ENSP00000346886	0.9883482513236069	hnscc	0.01738643521438412	21	45
FYCO1	ENSP00000296137	0.9883482513236069	hnscc	-0.11568690596830727	21	45
FYB1	ENSP00000425845	0.9883482513236069	hnscc	0.15713783129394804	21	45
FXYD1	ENSP00000343314	0.9883482513236069	hnscc	-0.4729084479310047	20	37
FXR2	ENSP00000250113	0.9883482513236069	hnscc	-0.05388477164550887	21	45
FXR1	ENSP00000388828	0.9883482513236069	hnscc	0.1891218636943471	8	13
FXR1	ENSP00000350170	0.9883482513236069	hnscc	-0.04607276637535862	21	45
GTF2H5	ENSP00000476100	0.9883482513236069	hnscc	-0.16898763584859874	21	45
FXN	ENSP00000419243	0.9883482513236069	hnscc	-0.11051819967183527	21	45
FYN	ENSP00000346671	0.9883482513236069	hnscc	-0.15544161329790623	21	45
ITGA4	ENSP00000380227	0.9883482513236069	hnscc	0.03954260551431976	21	45
FUT8	ENSP00000353910	0.9883482513236069	hnscc	-0.1306944527511382	21	45
GTF2IRD2	ENSP00000406723	0.9883482513236069	hnscc	0.22548981024560377	5	14
KAT8	ENSP00000219797	0.9883482513236069	hnscc	-0.06986224203873607	21	45
FUT6	ENSP00000286955	0.9883482513236069	hnscc	-0.19178014580311376	15	34
GTF3C1	ENSP00000455417	0.9883482513236069	hnscc	0.012087661533355817	21	45
FUT3	ENSP00000305603	0.9883482513236069	hnscc	0.11077356775189928	21	42
GTF3C2	ENSP00000264720	0.9883482513236069	hnscc	0.03367815468366192	21	45
FUT2	ENSP00000375748	0.9883482513236069	hnscc	0.16792301207817317	14	29
GTF2I	ENSP00000477837	0.9883482513236069	hnscc	0.06506403342152878	21	45
FYN	ENSP00000357667	0.9883482513236069	hnscc	0.05865831962278805	13	28
FYTTD1	ENSP00000241502	0.9883482513236069	hnscc	0.03927927114947613	21	45
FZD1	ENSP00000287934	0.9883482513236069	hnscc	-0.15429185270786616	21	39
GABARAPL2	ENSP00000037243	0.9883482513236069	hnscc	-0.045816684230334664	21	45
GSTO1	ENSP00000358727	0.9883482513236069	hnscc	-0.08717758047827001	21	45
GSTT2B	ENSP00000290765	0.9883482513236069	hnscc	0.5897244329610363	8	22
GSTZ1	ENSP00000216465	0.9883482513236069	hnscc	-0.12560963437643036	21	45
KAT2A	ENSP00000225916	0.9883482513236069	hnscc	0.10293570571654403	15	40
GTF2A1	ENSP00000452454	0.9883482513236069	hnscc	-0.06493101925394382	21	45
GTF2A2	ENSP00000379372	0.9883482513236069	hnscc	0.07315985180707058	21	45
GTF2E1	ENSP00000283875	0.9883482513236069	hnscc	-0.02946225194889243	21	45
GAB1	ENSP00000262995	0.9883482513236069	hnscc	-0.10092939032221909	21	45
GAA	ENSP00000305692	0.9883482513236069	hnscc	-0.02440013886727293	21	45
GTF2E2	ENSP00000348168	0.9883482513236069	hnscc	0.06999650918700717	21	45
KAT5	ENSP00000340330	0.9883482513236069	hnscc	0.10370070954384944	20	42
GTF2F1	ENSP00000377969	0.9883482513236069	hnscc	0.03404642716575937	21	45
G3BP1	ENSP00000348578	0.9883482513236069	hnscc	0.051804474269878054	21	45
GTF2F2	ENSP00000340823	0.9883482513236069	hnscc	0.0679127284107694	21	45
GTF2H1	ENSP00000265963	0.9883482513236069	hnscc	0.052747155944049245	21	45
FZR1	ENSP00000321800	0.9883482513236069	hnscc	0.17975524541521512	18	38
FZD7	ENSP00000286201	0.9883482513236069	hnscc	-0.15074205163235704	17	32
KAT6A	ENSP00000265713	0.9883482513236069	hnscc	0.38535869041202075	16	36
GRN	ENSP00000053867	0.9883482513236069	hnscc	0.04707451653671907	21	45
GTF3C5	ENSP00000361169	0.9883482513236069	hnscc	0.05594111533071297	21	45
JUP	ENSP00000311113	0.9883482513236069	hnscc	0.06973988977955918	21	45
GALT	ENSP00000368119	0.9883482513236069	hnscc	-0.09438855524194681	21	45
GPSM1	ENSP00000346797	0.9883482513236069	hnscc	0.04251689433142554	19	43
GPSM2	ENSP00000264126	0.9883482513236069	hnscc	-0.04408689195446008	21	42
GBP6	ENSP00000359485	0.9883482513236069	hnscc	0.18778270777672657	21	45
GBP5	ENSP00000359488	0.9883482513236069	hnscc	0.10678304959347651	21	45
GBP4	ENSP00000359490	0.9883482513236069	hnscc	0.11797847937005995	21	45
GBP3	ENSP00000359512	0.9883482513236069	hnscc	0.14776755011640066	14	28
GBP2	ENSP00000359497	0.9883482513236069	hnscc	0.032174333560153034	21	45
GBP1	ENSP00000359504	0.9883482513236069	hnscc	0.06695151295514323	21	45
GPS2	ENSP00000370104	0.9883482513236069	hnscc	0.042293286811126735	21	45
GPSM3	ENSP00000364180	0.9883482513236069	hnscc	0.12647310962361422	21	45
GBE1	ENSP00000410833	0.9883482513236069	hnscc	-0.1098886328837296	21	45
GPX1	ENSP00000407375	0.9883482513236069	hnscc	-0.036451245139440924	21	45
GBA2	ENSP00000367343	0.9883482513236069	hnscc	-0.08820643552606353	17	35
GPX2	ENSP00000374265	0.9883482513236069	hnscc	0.06625770634651629	21	45
GBA	ENSP00000314508	0.9883482513236069	hnscc	0.08310574327293198	21	45
GPX4	ENSP00000477503	0.9883482513236069	hnscc	-0.1846069118138816	21	45
GPX7	ENSP00000354677	0.9883482513236069	hnscc	-0.0739878326744634	21	45
GATD1	ENSP00000321691	0.9883482513236069	hnscc	-0.05769868701373593	21	45
GPT2	ENSP00000345282	0.9883482513236069	hnscc	-0.04905408707653869	21	45
GATB	ENSP00000263985	0.9883482513236069	hnscc	-0.027793453273409638	21	45
GPS1	ENSP00000485035	0.9883482513236069	hnscc	-0.09402899090108639	18	38
ITGAV	ENSP00000261023	0.9883482513236069	hnscc	-0.1279719118688859	21	45
JMJD1C	ENSP00000491195	0.9883482513236069	hnscc	-0.061305825313363274	21	45
GCN1	ENSP00000300648	0.9883482513236069	hnscc	0.030828503172961708	21	45
GPR108	ENSP00000264080	0.9883482513236069	hnscc	-0.10898820484156858	21	45
GCLC	ENSP00000497574	0.9883482513236069	hnscc	0.023240231994692828	21	45
GCHFR	ENSP00000260447	0.9883482513236069	hnscc	-0.15868207234470438	21	45
GCH1	ENSP00000378890	0.9883482513236069	hnscc	0.1139650432672753	13	24
JMJD4	ENSP00000355720	0.9883482513236069	hnscc	0.11291208808627823	11	23
GPR180	ENSP00000366157	0.9883482513236069	hnscc	-0.10694457453647721	21	42
GPS1	ENSP00000302873	0.9883482513236069	hnscc	-0.0343640924211839	21	45
GPR39	ENSP00000327417	0.9883482513236069	hnscc	-0.3895712342706738	4	7
JMJD6	ENSP00000394085	0.9883482513236069	hnscc	-0.035662579999999	21	45
GPR84	ENSP00000267015	0.9883482513236069	hnscc	-0.20816354924923736	5	6
GPRC5A	ENSP00000014914	0.9883482513236069	hnscc	-0.047695441455254006	21	41
ITGB1BP1	ENSP00000347504	0.9883482513236069	hnscc	-0.03214175764450031	17	37
GPRIN1	ENSP00000305839	0.9883482513236069	hnscc	-0.17703943028227387	12	26
ITGB1	ENSP00000303351	0.9883482513236069	hnscc	-0.04877710813937636	21	45
JMJD7	ENSP00000380467	0.9883482513236069	hnscc	-0.07169259780354514	21	45
GCA	ENSP00000233612	0.9883482513236069	hnscc	-0.06026752387761303	21	45
GCDH	ENSP00000222214	0.9883482513236069	hnscc	-0.07225927585757536	21	45
GPX8	ENSP00000423822	0.9883482513236069	hnscc	0.07182595429024918	21	45
GATAD2A	ENSP00000351552	0.9883482513236069	hnscc	0.10461010854745513	21	45
GATAD1	ENSP00000287957	0.9883482513236069	hnscc	-0.10286870572973686	20	43
JSRP1	ENSP00000300961	0.9883482513236069	hnscc	-0.4085616009440512	21	45
GAPDH	ENSP00000229239	0.9883482513236069	hnscc	-0.073084352065305	21	45
GREM2	ENSP00000318650	0.9883482513236069	hnscc	-0.11887973811612296	14	25
JTB	ENSP00000271843	0.9883482513236069	hnscc	0.1292927200086748	21	45
GRHL1	ENSP00000324693	0.9883482513236069	hnscc	0.12483016548922071	21	45
GAP43	ENSP00000305010	0.9883482513236069	hnscc	-0.2531562736916645	21	45
GANC	ENSP00000326227	0.9883482513236069	hnscc	-0.03716638001520456	21	45
GRHL3	ENSP00000288955	0.9883482513236069	hnscc	0.1177299855103513	16	39
JPT2	ENSP00000457694	0.9883482513236069	hnscc	0.08776561368421046	21	45
GRHPR	ENSP00000313432	0.9883482513236069	hnscc	-0.1437957585441455	21	45
GRK2	ENSP00000312262	0.9883482513236069	hnscc	0.022064310389649303	21	45
JUND	ENSP00000252818	0.9883482513236069	hnscc	-0.028690416761287807	21	45
GRK3	ENSP00000317578	0.9883482513236069	hnscc	0.08148816437183762	11	25
GANAB	ENSP00000340466	0.9883482513236069	hnscc	0.05671331926130946	18	41
GRK6	ENSP00000433511	0.9883482513236069	hnscc	-0.030159676130843277	21	45
ITGA7	ENSP00000257879	0.9883482513236069	hnscc	-0.22309149915254795	14	27
GAN	ENSP00000497351	0.9883482513236069	hnscc	0.0551874171379887	21	45
GAMT	ENSP00000252288	0.9883482513236069	hnscc	-0.15209144708904793	21	45
JUNB	ENSP00000303315	0.9883482513236069	hnscc	0.13558770080872945	21	45
GAPDHS	ENSP00000222286	0.9883482513236069	hnscc	-0.12543226367460675	12	18
JPT1	ENSP00000387059	0.9883482513236069	hnscc	0.14946182690510568	21	45
GREM1	ENSP00000498748	0.9883482513236069	hnscc	0.1780732945286322	21	45
GRAMD1A	ENSP00000441032	0.9883482513236069	hnscc	-0.25316057322975893	16	39
GASK1B	ENSP00000296530	0.9883482513236069	hnscc	-0.2108788620394843	18	37
GAS7	ENSP00000407552	0.9883482513236069	hnscc	0.07671911707789308	21	45
GRAMD2B	ENSP00000285689	0.9883482513236069	hnscc	-0.10319156059618495	9	23
GAS6	ENSP00000331831	0.9883482513236069	hnscc	-0.1422297613331037	21	45
GAS1	ENSP00000298743	0.9883482513236069	hnscc	0.30781390625535326	9	19
JOSD1	ENSP00000216039	0.9883482513236069	hnscc	0.08522087880366219	11	20
GART	ENSP00000371236	0.9883482513236069	hnscc	0.0343086346812682	21	45
GARS1	ENSP00000373918	0.9883482513236069	hnscc	-0.035079887334144244	21	45
GAREM1	ENSP00000269209	0.9883482513236069	hnscc	0.14868846682675388	6	13
GAR1	ENSP00000226796	0.9883482513236069	hnscc	0.08330722122853457	21	45
ITGA9	ENSP00000264741	0.9883482513236069	hnscc	0.3842144551906284	17	39
GRB14	ENSP00000263915	0.9883482513236069	hnscc	-0.15267282205649313	15	31
ITGA8	ENSP00000367316	0.9883482513236069	hnscc	-0.11337729055862489	7	21
JOSD2	ENSP00000468860	0.9883482513236069	hnscc	0.1319935759611329	17	34
GRB7	ENSP00000310771	0.9883482513236069	hnscc	0.04647046635127988	21	45
GAPVD1	ENSP00000297933	0.9883482513236069	hnscc	0.04274316448493654	21	45
ITGA7	ENSP00000452120	0.9883482513236069	hnscc	-0.22233831978294716	21	45
JPH2	ENSP00000362071	0.9883482513236069	hnscc	-0.4659536883483002	21	45
ITGA6	ENSP00000394169	0.9883482513236069	hnscc	-0.36352725327026986	10	18
FBXO42	ENSP00000364742	0.9883482513236069	hnscc	-0.4254841410101568	20	39
FCRL5	ENSP00000354691	0.9883482513236069	hnscc	-0.20292985675910405	7	18
FBXO4	ENSP00000281623	0.9883482513236069	hnscc	0.024214076212429023	21	45
INPP5A	ENSP00000357583	0.9883482513236069	hnscc	-0.11903847154366143	21	45
EXOSC7	ENSP00000265564	0.9883482513236069	hnscc	0.026816388704770183	21	45
HSPBP1	ENSP00000255631	0.9883482513236069	hnscc	0.04477482555539067	21	45
HSPE1	ENSP00000233893	0.9883482513236069	hnscc	0.04290380876320292	21	45
EPC2	ENSP00000258484	0.9883482513236069	hnscc	0.10744857445429015	16	32
EXOSC6	ENSP00000398597	0.9883482513236069	hnscc	0.0853129032183144	21	45
HSPG2	ENSP00000363827	0.9883482513236069	hnscc	-0.13142489640574495	21	45
HSPH1	ENSP00000318687	0.9883482513236069	hnscc	0.06665380365404971	21	45
INPP1	ENSP00000325423	0.9883482513236069	hnscc	0.04070266179650661	21	45
EPCAM	ENSP00000263735	0.9883482513236069	hnscc	-0.12856946995303176	21	45
EXOSC5	ENSP00000221233	0.9883482513236069	hnscc	-0.042152873362025944	21	45
HTATIP2	ENSP00000392985	0.9883482513236069	hnscc	-0.035627575453181626	21	45
INO80E	ENSP00000457016	0.9883482513236069	hnscc	0.12509352616257402	16	41
HTD2	ENSP00000481593	0.9883482513236069	hnscc	-0.09092497527118548	20	39
HTRA1	ENSP00000357980	0.9883482513236069	hnscc	-0.1897611413499578	21	45
INPP5B	ENSP00000362114	0.9883482513236069	hnscc	0.024402426780164646	21	45
EXOSC3	ENSP00000323046	0.9883482513236069	hnscc	0.05203451566015486	21	45
EPC1	ENSP00000263062	0.9883482513236069	hnscc	0.11636874698021776	14	32
IQSEC1	ENSP00000497029	0.9883482513236069	hnscc	-0.017420663697956223	21	45
HSPB6	ENSP00000004982	0.9883482513236069	hnscc	-0.25853860514990806	21	45
IKBKB	ENSP00000430684	0.9883482513236069	hnscc	0.03947742455343637	21	45
EPB41L4B	ENSP00000363694	0.9883482513236069	hnscc	-0.2339333716814837	16	33
HSPB7	ENSP00000310111	0.9883482513236069	hnscc	-0.44860334214895764	21	45
EXTL2	ENSP00000359131	0.9883482513236069	hnscc	-0.1101095152263765	21	45
KIF26B	ENSP00000385545	0.9883482513236069	hnscc	-0.31869599480534616	14	32
EXT2	ENSP00000342656	0.9883482513236069	hnscc	-0.04724603675332615	21	45
EXPH5	ENSP00000265843	0.9883482513236069	hnscc	0.2123973512952717	21	43
EXOSC9	ENSP00000243498	0.9883482513236069	hnscc	0.05678812955851327	21	45
INPP5F	ENSP00000497527	0.9883482513236069	hnscc	-0.015005133600206343	21	45
INPP5D	ENSP00000352575	0.9883482513236069	hnscc	0.12296910669971745	21	45
KIF2A	ENSP00000385000	0.9883482513236069	hnscc	-0.25524402235809807	16	28
KIF2A	ENSP00000423772	0.9883482513236069	hnscc	0.08078999382776486	21	45
HSPB8	ENSP00000281938	0.9883482513236069	hnscc	-0.17851305420252866	21	45
KIF2C	ENSP00000361298	0.9883482513236069	hnscc	0.1078245301087759	21	45
EPB42	ENSP00000396616	0.9883482513236069	hnscc	-0.1385001677815274	21	45
EXOSC2	ENSP00000361433	0.9883482513236069	hnscc	0.04681536074622321	21	45
EXOSC10	ENSP00000366135	0.9883482513236069	hnscc	0.06105528485182803	21	45
EPDR1	ENSP00000199448	0.9883482513236069	hnscc	-0.2510765311881505	21	45
EXOC4	ENSP00000253861	0.9883482513236069	hnscc	0.04056734903915169	21	45
HYAL3	ENSP00000337425	0.9883482513236069	hnscc	-0.0908641995632819	5	8
HYI	ENSP00000361502	0.9883482513236069	hnscc	-0.18122202564723489	21	45
EPHA5	ENSP00000273854	0.9883482513236069	hnscc	0.2963216680146726	6	16
EXOC3L2	ENSP00000400713	0.9883482513236069	hnscc	-0.1149599919507771	19	41
EXOC3	ENSP00000323377	0.9883482513236069	hnscc	0.01571218459854412	21	45
EXOC2	ENSP00000230449	0.9883482513236069	hnscc	0.015188633176721048	21	45
INO80	ENSP00000384686	0.9883482513236069	hnscc	-0.09706069312630844	19	41
