,gain,neutral,loss
AC134684.1,9,58,42
AC134684.10,5,68,36
AC134684.11,5,67,37
AC134684.6,9,57,43
AC134684.7,5,68,36
AC134684.8,7,63,39
AC134684.9,9,60,40
AC134698.1,20,80,9
AC134698.2,20,80,9
AC134698.3,20,80,9
AC134698.4,20,80,9
AC134698.5,20,80,9
AC134772.1,0,54,55
AC134775.1,10,88,11
AC134878.1,4,53,52
AC134878.2,3,55,51
AC134879.1,3,53,53
AC134879.2,3,54,52
AC134879.3,3,53,53
AC134915.1,6,97,6
AC134978.1,2,73,34
AC134980.1,7,86,16
AC134980.2,7,85,17
AC134980.3,7,86,16
AC134981.1,5,89,15
AC135001.1,20,83,6
AC135012.1,9,90,10
AC135012.2,9,90,10
AC135012.3,9,90,10
AC135048.1,4,102,3
AC135048.2,4,102,3
AC135048.3,4,102,3
AC135048.4,4,102,3
AC135050.1,4,102,3
AC135050.2,4,102,3
AC135050.3,4,102,3
AC135050.4,4,102,3
AC135050.5,4,102,3
AC135050.6,4,102,3
AC135050.7,4,102,3
AC135068.1,7,86,16
AC135068.10,7,85,17
AC135068.11,8,84,17
AC135068.2,5,89,15
AC135068.3,7,86,16
AC135068.4,5,89,15
AC135068.5,8,84,17
AC135068.6,5,89,15
AC135068.7,5,89,15
AC135068.8,5,89,15
AC135068.9,5,89,15
AC135166.1,51,57,1
AC135178.1,8,85,16
AC135178.2,8,86,15
AC135178.3,8,86,15
AC135178.4,8,85,16
AC135178.5,8,85,16
AC135178.6,8,85,16
AC135279.1,5,102,2
AC135279.2,5,102,2
AC135279.3,5,102,2
AC135352.1,3,71,35
AC135388.1,3,100,6
AC135457.1,3,79,27
AC135506.1,1,52,56
AC135507.1,1,52,56
AC135507.2,1,52,56
AC135584.1,5,102,2
AC135586.1,3,97,9
AC135586.2,3,96,10
AC135626.1,8,93,8
AC135626.2,8,93,8
AC135628.1,5,94,10
AC135721.1,17,92,0
AC135721.2,17,92,0
AC135726.1,7,87,15
AC135731.1,5,85,19
AC135731.2,5,84,20
AC135776.1,4,95,10
AC135776.2,4,95,10
AC135776.3,4,95,10
AC135776.4,4,95,10
AC135776.5,4,94,11
AC135782.1,9,90,10
AC135782.2,9,90,10
AC135782.3,9,90,10
AC135803.1,1,92,16
AC135893.1,56,53,0
AC135895.1,7,100,2
AC135977.1,9,88,12
AC135983.1,9,82,18
AC135983.2,7,86,16
AC135983.3,7,85,17
AC135983.4,7,85,17
AC135983.5,9,82,18
AC135999.1,3,91,15
AC136188.1,5,99,5
AC136285.1,9,90,10
AC136285.2,9,90,10
AC136285.3,9,90,10
AC136297.1,5,79,25
AC136424.1,1,79,29
AC136424.2,1,79,29
AC136428.1,4,102,3
AC136428.2,4,102,3
AC136428.3,4,102,3
AC136428.4,4,102,3
AC136431.1,11,88,10
AC136431.2,5,99,5
AC136443.1,15,84,10
AC136443.2,24,70,15
AC136443.3,22,70,17
AC136443.4,16,83,10
AC136443.5,21,71,17
AC136469.1,3,92,14
AC136469.2,3,92,14
AC136475.1,6,80,23
AC136475.10,6,82,21
AC136475.2,6,80,23
AC136475.3,6,82,21
AC136475.4,6,80,23
AC136475.5,6,80,23
AC136475.6,6,81,22
AC136475.7,6,80,23
AC136475.8,6,80,23
AC136475.9,6,80,23
AC136489.1,4,84,21
AC136601.1,3,78,28
AC136601.2,3,78,28
AC136603.1,10,87,12
AC136604.1,3,78,28
AC136604.2,3,78,28
AC136604.3,3,78,28
AC136618.1,6,97,6
AC136618.2,7,96,6
AC136619.1,11,88,10
AC136619.2,6,97,6
AC136621.1,12,90,7
AC136624.1,11,88,10
AC136624.2,8,93,8
AC136624.3,10,88,11
AC136628.1,3,78,28
AC136628.2,3,78,28
AC136628.3,3,78,28
AC136628.4,3,78,28
AC136632.1,3,78,28
AC136632.2,3,78,28
AC136698.1,6,92,11
AC136759.1,9,88,12
AC136777.1,5,66,38
AC136777.2,5,66,38
AC136896.1,4,90,15
AC136932.1,3,103,3
AC136944.1,5,101,3
AC136944.2,5,101,3
AC136944.3,3,103,3
AC136944.4,4,102,3
AC136944.5,5,102,2
AC136944.6,6,101,2
AC137055.1,3,102,4
AC137056.1,4,100,5
AC137056.2,4,100,5
AC137494.1,13,87,9
AC137499.1,11,89,9
AC137499.2,11,87,11
AC137527.1,13,87,9
AC137549.1,1,75,33
AC137561.1,18,85,6
AC137579.1,20,76,13
AC137579.2,20,76,13
AC137590.1,4,97,8
AC137590.2,4,97,8
AC137627.1,25,78,6
AC137630.1,1,52,56
AC137630.2,1,52,56
AC137630.3,1,52,56
AC137630.4,1,52,56
AC137630.5,1,52,56
AC137675.1,1,57,51
AC137695.1,23,80,6
AC137695.2,23,80,6
AC137695.3,24,79,6
AC137723.1,9,95,5
AC137735.1,13,95,1
AC137735.2,13,95,1
AC137735.3,13,95,1
AC137761.1,5,103,1
AC137761.2,5,103,1
AC137767.1,3,102,4
AC137768.1,4,100,5
AC137770.1,2,80,27
AC137800.1,4,100,5
AC137800.2,4,100,5
AC137803.1,21,69,19
AC137810.1,41,66,2
AC137834.1,4,101,4
AC137834.2,5,100,4
AC137894.1,6,80,23
AC137894.3,6,80,23
AC137932.1,10,88,11
AC137932.2,10,88,11
AC137932.3,9,90,10
AC137936.1,1,52,56
AC137936.2,1,52,56
AC138024.1,26,80,3
AC138028.1,9,90,10
AC138028.2,9,90,10
AC138028.3,9,90,10
AC138028.4,9,90,10
AC138028.5,9,90,10
AC138028.6,9,90,10
AC138035.1,5,93,11
AC138035.2,5,93,11
AC138035.3,6,97,6
AC138057.1,1,51,57
AC138089.1,25,80,4
AC138123.1,3,100,6
AC138123.2,3,101,5
AC138150.1,18,91,0
AC138150.2,18,91,0
AC138207.1,17,90,2
AC138207.2,17,90,2
AC138207.3,17,90,2
AC138207.4,17,90,2
AC138207.5,17,90,2
AC138207.6,17,90,2
AC138207.7,17,90,2
AC138207.8,17,90,2
AC138207.9,17,90,2
AC138230.1,6,80,23
AC138304.1,10,89,10
AC138305.1,10,92,7
AC138305.2,10,91,8
AC138305.3,10,92,7
AC138331.1,2,101,6
AC138356.1,20,76,13
AC138356.2,20,76,13
AC138356.3,20,76,13
AC138360.1,3,101,5
AC138392.1,3,91,15
AC138393.1,28,80,1
AC138393.2,28,80,1
AC138393.3,28,80,1
AC138409.1,39,67,3
AC138409.2,40,67,2
AC138409.3,40,67,2
AC138420.1,5,100,4
AC138430.1,6,93,10
AC138430.2,6,93,10
AC138466.1,4,97,8
AC138466.2,4,97,8
AC138466.3,4,97,8
AC138466.4,4,97,8
AC138466.5,4,97,8
AC138470.1,6,96,7
AC138470.2,6,96,7
AC138473.1,5,97,7
AC138474.1,9,88,12
AC138512.1,9,90,10
AC138517.1,3,79,27
AC138623.1,14,94,1
AC138625.1,10,92,7
AC138625.2,9,93,7
AC138627.1,10,90,9
AC138627.2,10,90,9
AC138646.1,44,64,1
AC138647.1,46,62,1
AC138647.2,46,62,1
AC138649.1,3,91,15
AC138649.2,3,91,15
AC138649.3,3,91,15
AC138649.4,3,92,14
AC138649.5,3,92,14
AC138655.1,17,91,1
AC138696.1,46,61,2
AC138696.2,46,61,2
AC138701.1,4,93,12
AC138701.2,4,93,12
AC138749.1,14,74,21
AC138749.2,14,74,21
AC138749.3,14,74,21
AC138749.4,12,75,22
AC138749.5,14,73,22
AC138761.1,8,86,15
AC138761.2,8,86,15
AC138776.1,0,77,32
AC138781.1,3,78,28
AC138811.1,6,99,4
AC138811.2,6,99,4
AC138819.1,3,78,28
AC138832.1,1,77,31
AC138853.1,40,67,2
AC138854.1,41,66,2
AC138866.1,5,75,29
AC138866.2,4,74,31
AC138869.1,5,102,2
AC138869.2,5,102,2
AC138869.3,5,102,2
AC138894.1,5,101,3
AC138894.2,5,101,3
AC138894.3,5,101,3
AC138894.4,5,101,3
AC138904.1,5,101,3
AC138904.2,5,101,3
AC138904.3,5,101,3
AC138907.1,6,101,2
AC138907.10,5,103,1
AC138907.2,5,102,2
AC138907.3,6,101,2
AC138907.4,5,102,2
AC138907.5,6,101,2
AC138907.6,5,102,2
AC138907.7,4,101,4
AC138907.8,5,103,1
AC138907.9,5,103,1
AC138915.1,5,100,4
AC138915.2,5,100,4
AC138915.3,5,101,3
AC138932.1,22,71,16
AC138932.2,22,71,16
AC138932.3,5,101,3
AC138932.4,11,94,4
AC138932.5,5,101,3
AC138938.1,40,67,2
AC138951.1,40,65,4
AC138951.2,40,65,4
AC138956.1,3,78,28
AC138956.2,3,78,28
AC138965.1,3,78,28
AC138965.2,3,78,28
AC138965.3,2,79,28
AC138969.1,6,95,8
AC138969.2,7,91,11
AC138969.3,7,94,8
AC138969.4,7,91,11
AC139019.1,48,60,1
AC139085.1,2,73,34
AC139099.1,5,95,9
AC139099.2,9,95,5
AC139099.3,9,95,5
AC139100.1,2,74,33
AC139100.2,2,74,33
AC139103.1,49,58,2
AC139143.1,5,79,25
AC139149.1,9,95,5
AC139256.1,5,99,5
AC139256.2,11,89,9
AC139272.1,3,86,20
AC139365.1,19,83,7
AC139365.2,19,83,7
AC139426.1,6,90,13
AC139426.2,7,88,14
AC139426.3,5,89,15
AC139451.1,1,52,56
AC139453.1,0,53,56
AC139453.2,0,53,56
AC139491.1,3,78,28
AC139491.2,3,78,28
AC139491.3,3,78,28
AC139491.4,3,78,28
AC139491.5,2,79,28
AC139491.6,3,78,28
AC139491.7,3,78,28
AC139491.8,3,78,28
AC139493.1,3,78,28
AC139493.2,3,78,28
AC139495.1,4,68,37
AC139495.2,2,71,36
AC139495.3,3,69,37
AC139497.1,41,66,2
AC139530.1,9,95,5
AC139530.2,10,94,5
AC139530.3,10,94,5
AC139530.4,9,95,5
AC139697.1,3,100,6
AC139700.1,0,51,58
AC139712.1,13,94,2
AC139712.2,14,93,2
AC139712.3,14,93,2
AC139713.1,2,88,19
AC139718.1,1,91,17
AC139718.2,1,91,17
AC139720.1,3,86,20
AC139720.2,3,86,20
AC139722.1,1,91,17
AC139768.1,4,99,6
AC139768.2,4,99,6
AC139769.1,4,92,13
AC139769.2,4,92,13
AC139769.3,4,92,13
AC139783.1,40,67,2
AC139783.2,40,66,3
AC139792.1,38,68,3
AC139792.2,40,67,2
AC139792.3,38,68,3
AC139795.1,3,78,28
AC139795.2,3,78,28
AC139795.3,3,78,28
AC139834.1,2,78,29
AC139887.1,3,75,31
AC139887.2,3,75,31
AC139887.3,3,75,31
AC139887.4,3,75,31
AC139887.5,3,75,31
AC140059.1,17,81,11
AC140063.1,4,98,7
AC140076.1,0,57,52
AC140113.1,4,53,52
AC140113.2,4,53,52
AC140113.3,4,53,52
AC140113.4,3,57,49
AC140118.1,5,98,6
AC140118.2,5,98,6
AC140121.1,3,101,5
AC140125.1,3,78,28
AC140125.2,3,77,29
AC140125.3,3,78,28
AC140134.1,5,72,32
AC140134.2,3,73,33
AC140168.1,40,67,2
AC140172.1,40,67,2
AC140479.1,8,98,3
AC140479.2,9,97,3
AC140479.3,10,96,3
AC140479.4,9,97,3
AC140479.5,9,97,3
AC140479.6,9,97,3
AC140479.7,8,98,3
AC140481.1,6,97,6
AC140481.2,5,98,6
AC140481.3,5,98,6
AC140504.1,6,95,8
AC140658.1,3,103,3
AC140658.2,4,102,3
AC140658.3,4,102,3
AC140658.4,3,103,3
AC140658.5,3,103,3
AC140658.6,4,102,3
AC140658.7,4,102,3
AC140725.1,16,89,4
AC140725.2,10,96,3
AC140847.1,21,85,3
AC140847.2,20,86,3
AC140847.3,21,85,3
AC140878.1,5,99,5
AC140912.1,11,89,9
AC141002.1,0,54,55
AC141257.1,6,101,2
AC141257.2,6,101,2
AC141257.3,6,101,2
AC141257.4,6,101,2
AC141273.1,4,100,5
AC141273.2,4,100,5
AC141273.3,4,100,5
AC141424.1,7,85,17
AC141557.1,24,78,7
AC141557.2,24,78,7
AC141586.1,5,98,6
AC141586.2,6,97,6
AC141586.3,5,98,6
AC141586.4,6,97,6
AC141586.5,5,98,6
AC141846.1,10,90,9
AC141930.1,10,94,5
AC141930.2,10,94,5
AC142086.1,5,101,3
AC142086.2,4,102,3
AC142086.3,5,102,2
AC142086.4,4,103,2
AC142086.5,4,103,2
AC142086.6,5,102,2
AC142116.2,9,93,7
AC142381.1,6,100,3
AC142381.2,7,100,2
AC142381.3,5,101,3
AC142381.4,7,100,2
AC142384.1,3,103,3
AC142391.1,3,79,27
AC142472.1,18,91,0
AC143336.1,2,76,31
AC144450.1,10,94,5
AC144521.1,0,56,53
AC144522.1,3,102,4
AC144530.1,58,51,0
AC144548.1,3,102,4
AC144568.1,8,91,10
AC144568.2,8,91,10
AC144573.1,21,76,12
AC144652.1,8,82,19
AC144831.1,9,95,5
AC144833.1,4,90,15
AC144836.1,7,86,16
AC145098.1,3,78,28
AC145098.2,3,78,28
AC145124.1,3,72,34
AC145138.1,3,76,30
AC145141.1,1,79,29
AC145141.2,6,74,29
AC145146.1,1,76,32
AC145207.1,9,95,5
AC145207.2,9,95,5
AC145207.3,9,95,5
AC145207.4,9,95,5
AC145207.5,9,95,5
AC145207.6,9,95,5
AC145207.7,9,95,5
AC145207.8,9,95,5
AC145207.9,9,95,5
AC145285.1,5,101,3
AC145285.2,5,101,3
AC145285.3,5,101,3
AC145285.4,5,101,3
AC145285.5,5,101,3
AC145285.6,5,101,3
AC145285.7,5,101,3
AC145343.1,14,94,1
AC145350.1,5,102,2
AC145350.2,5,102,2
AC145350.3,4,103,2
AC145350.4,5,102,2
AC145422.1,3,102,4
AC145423.1,3,102,4
AC145423.2,3,102,4
AC145423.3,3,102,4
AC145543.1,11,86,12
AC145625.1,4,87,18
AC145625.2,4,87,18
AC145676.1,30,78,1
AC146507.1,3,78,28
AC146507.2,3,78,28
AC146507.3,3,78,28
AC146944.1,2,86,21
AC146944.2,5,76,28
AC146944.3,3,78,28
AC146944.4,5,76,28
AC146949.1,6,74,29
AC147055.1,1,89,19
AC147055.2,6,84,19
AC147055.3,3,86,20
AC147055.4,6,84,19
AC147067.1,3,75,31
AC147067.2,3,75,31
AC147651.1,30,78,1
AC147651.2,30,78,1
AC147651.3,30,78,1
AC147651.4,30,78,1
AC147876.1,3,75,31
AC148476.1,4,97,8
AC148477.1,4,97,8
AC148477.10,4,97,8
AC148477.2,4,97,8
AC148477.3,4,97,8
AC148477.4,4,97,8
AC148477.5,4,97,8
AC148477.6,4,97,8
AC148477.7,4,97,8
AC148477.8,4,97,8
AC148477.9,4,97,8
AC152007.1,19,87,3
AC152010.1,18,88,3
AC156455.1,3,102,4
AC159540.1,11,95,3
AC159540.2,11,95,3
AC174048.1,15,86,8
AC174071.1,2,93,14
AC174469.1,2,93,14
AC183088.1,7,84,18
AC183088.2,7,84,18
AC183088.3,6,85,18
AC187653.1,30,78,1
AC188616.1,30,78,1
AC188617.1,30,78,1
AC188617.2,30,78,1
AC190387.1,3,102,4
AC207130.1,8,93,8
AC209005.1,3,73,33
AC209007.1,5,92,12
AC209154.1,8,85,16
AC211429.1,21,85,3
AC211433.1,19,87,3
AC211433.2,19,87,3
AC211433.3,20,86,3
AC211469.1,20,85,4
AC211469.2,20,85,4
AC211476.1,22,83,4
AC211476.2,21,84,4
AC211476.3,23,83,3
AC211476.4,23,83,3
AC211476.5,23,83,3
AC211476.6,22,83,4
AC211485.1,21,85,3
AC211486.1,22,84,3
AC211486.2,20,86,3
AC211486.3,21,86,2
AC211486.4,20,86,3
AC211486.5,20,86,3
AC211486.6,21,86,2
AC211486.7,21,86,2
AC211486.8,21,86,2
AC215217.1,8,90,11
AC215522.1,30,78,1
AC215522.2,30,78,1
AC215522.3,26,83,0
AC215524.1,5,84,20
AC217774.1,18,91,0
AC217774.2,18,91,0
AC226101.1,10,96,3
AC226118.1,30,78,1
AC226119.1,3,75,31
AC226119.2,3,75,31
AC226150.1,3,98,8
AC231532.1,6,84,19
AC231532.2,6,84,19
AC231533.1,6,84,19
AC231533.2,6,84,19
AC231656.1,18,87,4
AC231657.1,6,84,19
AC231657.2,6,84,19
AC231657.3,6,84,19
AC231759.1,6,84,19
AC231759.2,6,84,19
AC231760.1,18,86,5
AC231981.1,10,93,6
AC232271.1,6,84,19
AC232271.2,6,84,19
AC232271.3,6,84,19
AC232323.1,37,69,3
AC232323.2,42,64,3
AC233263.1,11,97,1
AC233263.2,11,97,1
AC233263.6,11,97,1
AC233266.1,11,98,0
AC233266.2,11,98,0
AC233279.1,6,86,17
AC233280.1,53,56,0
AC233280.19,53,56,0
AC233280.2,53,56,0
AC233289.1,19,86,4
AC233290.1,3,100,6
AC233290.2,3,100,6
AC233296.1,10,90,9
AC233297.1,2,88,19
AC233300.1,6,84,19
AC233699.1,16,91,2
AC233701.1,14,92,3
AC233702.1,8,85,16
AC233702.2,9,83,17
AC233702.3,9,83,17
AC233702.4,7,83,19
AC233702.5,8,84,17
AC233702.6,9,83,17
AC233702.7,8,84,17
AC233702.8,8,84,17
AC233702.9,8,83,18
AC233723.1,7,86,16
AC233723.2,7,86,16
AC233724.1,43,64,2
AC233724.10,43,64,2
AC233724.11,43,64,2
AC233724.12,43,64,2
AC233724.2,43,64,2
AC233724.3,43,64,2
AC233724.4,43,64,2
AC233724.5,43,64,2
AC233724.6,43,64,2
AC233724.7,43,64,2
AC233724.8,43,64,2
AC233724.9,43,64,2
AC233728.1,6,85,18
AC233728.2,6,85,18
AC233964.1,1,74,34
AC233968.1,20,87,2
AC233976.1,6,83,20
AC233976.2,6,83,20
AC233981.1,10,90,9
AC233981.2,10,90,9
AC233982.1,10,90,9
AC233992.1,47,60,2
AC233992.2,47,60,2
AC233992.3,47,60,2
AC234031.1,7,85,17
AC234063.1,15,92,2
AC234064.1,17,89,3
AC234582.1,17,90,2
AC234582.2,17,90,2
AC234644.1,10,84,15
AC234644.2,10,84,15
AC234771.1,17,89,3
AC234771.2,17,89,3
AC234771.3,17,89,3
AC234771.4,17,89,3
AC234771.5,17,89,3
AC234772.1,4,85,20
AC234772.2,4,85,20
AC234775.1,17,87,5
AC234775.2,17,87,5
AC234775.3,17,87,5
AC234775.4,17,87,5
AC234778.1,19,87,3
AC234779.1,19,87,3
AC234781.1,19,87,3
AC234781.2,19,87,3
AC234781.3,19,87,3
AC234781.4,19,87,3
AC234781.5,19,87,3
AC234782.1,17,87,5
AC234782.2,17,87,5
AC234782.3,17,87,5
AC234782.4,17,87,5
AC234783.1,17,87,5
AC234791.1,17,87,5
AC234917.1,46,61,2
AC234917.2,46,61,2
AC234917.3,46,61,2
AC235097.1,18,88,3
AC235565.1,17,87,5
AC235565.2,17,87,5
AC236430.1,6,84,19
AC236972.1,18,88,3
AC236972.2,18,88,3
AC236972.3,18,88,3
AC236972.4,18,88,3
AC237221.1,26,82,1
AC237221.2,26,82,1
AC239367.1,6,83,20
AC239367.2,6,83,20
AC239367.3,6,83,20
AC239584.1,2,89,18
AC239585.1,6,84,19
AC239585.2,6,84,19
AC239600.1,19,86,4
AC239600.2,19,86,4
AC239727.1,17,89,3
AC239798.1,14,91,4
AC239798.2,14,91,4
AC239798.3,14,91,4
AC239799.1,17,90,2
AC239799.2,15,92,2
AC239800.1,14,90,5
AC239800.2,14,90,5
AC239800.3,14,91,4
AC239801.1,14,93,2
AC239802.1,16,91,2
AC239802.2,16,91,2
AC239803.1,14,93,2
AC239803.2,14,93,2
AC239803.3,14,93,2
AC239804.1,16,91,2
AC239804.2,16,91,2
AC239809.1,14,93,2
AC239809.2,14,93,2
AC239809.3,14,93,2
AC239811.1,17,90,2
AC239859.1,14,90,5
AC239859.2,12,93,4
AC239859.3,11,94,4
AC239859.4,12,93,4
AC239859.5,12,93,4
AC239859.6,12,93,4
AC239860.1,16,91,2
AC239860.2,16,91,2
AC239860.3,16,90,3
AC239860.4,16,91,2
AC239868.1,19,88,2
AC240442.1,17,89,3
AC240504.1,11,89,9
AC240565.1,8,96,5
AC240565.2,14,94,1
AC241377.1,4,92,13
AC241377.2,4,92,13
AC241377.3,6,87,16
AC241377.4,4,91,14
AC241520.1,6,84,19
AC241584.1,15,92,2
AC241584.2,15,92,2
AC241585.1,15,91,3
AC241585.2,14,92,3
AC241585.3,16,90,3
AC241644.1,14,93,2
AC241644.2,14,93,2
AC241644.3,14,93,2
AC241952.1,8,83,18
AC242022.1,8,88,13
AC242022.2,8,88,13
AC242376.1,3,87,19
AC242376.2,3,88,18
AC242426.1,15,92,2
AC242426.2,15,92,2
AC242498.1,16,89,4
AC242842.1,18,89,2
AC242842.2,18,89,2
AC242842.3,18,88,3
AC242843.1,18,88,3
AC242852.1,12,94,3
AC242852.2,12,94,3
AC242988.1,21,86,2
AC242988.2,19,88,2
AC243312.1,4,91,14
AC243312.2,4,91,14
AC243428.1,18,88,3
AC243547.1,16,91,2
AC243547.2,16,91,2
AC243547.3,16,91,2
AC243562.1,7,91,11
AC243562.2,7,91,11
AC243562.3,7,90,12
AC243571.1,17,91,1
AC243571.2,17,91,1
AC243585.1,17,91,1
AC243585.2,17,91,1
AC243591.1,18,88,3
AC243654.1,18,89,2
AC243654.2,18,90,1
AC243654.3,18,89,2
AC243725.1,7,85,17
AC243732.1,15,93,1
AC243772.1,18,89,2
AC243772.2,18,89,2
AC243772.3,17,90,2
AC243773.1,15,93,1
AC243773.2,16,92,1
AC243829.1,16,92,1
AC243829.2,14,95,0
AC243829.3,16,91,2
AC243829.4,14,94,1
AC243829.5,16,91,2
AC243829.6,17,90,2
AC243829.7,14,95,0
AC243830.1,15,93,1
AC243830.2,15,93,1
AC243830.3,15,93,1
AC243836.1,4,92,13
AC243919.1,6,93,10
AC243919.2,6,93,10
AC243960.1,8,94,7
AC243960.2,8,94,7
AC243960.3,8,94,7
AC243960.4,8,94,7
AC243960.5,8,94,7
AC243960.7,8,94,7
AC243961.1,4,93,12
AC243962.1,7,97,5
AC243964.1,6,96,7
AC243964.2,6,96,7
AC243964.3,6,96,7
AC243965.1,17,82,10
AC243965.2,17,82,10
AC243967.1,8,94,7
AC243967.2,8,94,7
AC243967.3,8,94,7
AC243972.1,17,83,9
AC243972.2,17,83,9
AC243972.3,17,83,9
AC243994.1,4,94,11
AC244015.1,13,94,2
AC244015.2,13,94,2
AC244021.1,4,94,11
AC244023.1,21,87,1
AC244033.1,19,88,2
AC244033.2,19,88,2
AC244034.1,22,86,1
AC244034.2,22,86,1
AC244034.3,22,86,1
AC244035.1,22,86,1
AC244035.2,22,86,1
AC244035.3,22,86,1
AC244090.1,19,87,3
AC244090.2,19,87,3
AC244090.3,19,87,3
AC244093.1,16,91,2
AC244093.2,17,90,2
AC244093.3,16,92,1
AC244093.4,16,92,1
AC244093.5,16,92,1
AC244097.1,19,87,3
AC244098.1,18,87,4
AC244098.2,18,87,4
AC244098.3,18,87,4
AC244100.1,14,94,1
AC244100.2,14,94,1
AC244100.3,14,94,1
AC244100.4,14,94,1
AC244102.1,18,88,3
AC244102.2,18,88,3
AC244102.3,18,88,3
AC244102.4,18,88,3
AC244107.1,19,87,3
AC244107.2,19,87,3
AC244131.1,21,81,7
AC244131.2,21,81,7
AC244153.1,18,90,1
AC244154.1,20,88,1
AC244157.1,15,85,9
AC244157.2,15,85,9
AC244197.1,18,87,4
AC244197.2,18,87,4
AC244197.3,18,87,4
AC244205.1,11,95,3
AC244205.2,11,98,0
AC244213.1,6,45,58
AC244230.1,2,96,11
AC244230.2,2,96,11
AC244250.1,15,85,9
AC244250.2,15,85,9
AC244250.3,15,85,9
AC244250.4,15,85,9
AC244255.1,12,94,3
AC244258.1,8,99,2
AC244394.1,15,92,2
AC244394.2,15,92,2
AC244452.1,22,75,12
AC244452.3,15,83,11
AC244453.1,3,92,14
AC244453.2,3,92,14
AC244453.3,3,92,14
AC244472.1,12,72,25
AC244502.1,25,61,23
AC244502.2,27,55,27
AC244502.3,27,55,27
AC244505.1,6,85,18
AC244505.2,6,84,19
AC244505.3,6,84,19
AC244505.4,6,85,18
AC244505.5,6,84,19
AC244505.6,6,85,18
AC244505.7,6,84,19
AC244517.1,3,79,27
AC244517.10,3,79,27
AC244517.11,3,79,27
AC244517.12,3,79,27
AC244517.2,3,79,27
AC244517.3,3,79,27
AC244517.4,3,79,27
AC244517.5,3,79,27
AC244517.6,3,79,27
AC244517.7,3,79,27
AC244517.8,3,79,27
AC244517.9,3,79,27
AC244636.1,6,84,19
AC244636.2,6,84,19
AC244636.3,5,85,19
AC244669.1,4,92,13
AC244669.2,4,90,15
AC244670.1,4,92,13
AC245008.1,4,91,14
AC245014.1,16,90,3
AC245014.2,15,91,3
AC245014.3,16,90,3
AC245028.1,15,85,9
AC245028.2,15,85,9
AC245028.3,15,85,9
AC245033.1,6,93,10
AC245033.2,6,93,10
AC245033.3,7,91,11
AC245033.4,6,93,10
AC245036.1,7,97,5
AC245036.2,7,97,5
AC245036.3,7,97,5
AC245036.4,7,97,5
AC245036.5,7,97,5
AC245041.1,4,95,10
AC245041.2,4,95,10
AC245047.1,6,84,19
AC245047.2,6,84,19
AC245047.3,6,84,19
AC245047.4,6,84,19
AC245047.5,6,84,19
AC245047.6,6,84,19
AC245047.7,6,84,19
AC245047.8,6,84,19
AC245052.1,7,97,5
AC245052.2,7,97,5
AC245052.3,7,97,5
AC245052.4,7,96,6
AC245052.5,7,97,5
AC245052.6,7,97,5
AC245052.7,7,97,5
AC245054.1,14,86,9
AC245054.2,14,86,9
AC245056.1,4,91,14
AC245060.1,15,85,9
AC245060.2,15,85,9
AC245060.3,15,85,9
AC245060.4,15,85,9
AC245060.5,15,85,9
AC245060.6,15,85,9
AC245060.7,15,85,9
AC245088.1,9,82,18
AC245088.2,9,82,18
AC245096.1,2,88,19
AC245100.1,14,93,2
AC245100.2,14,93,2
AC245100.3,14,93,2
AC245100.4,14,93,2
AC245100.5,14,93,2
AC245100.6,14,93,2
AC245100.7,14,93,2
AC245100.8,14,93,2
AC245100.9,14,93,2
AC245102.1,7,85,17
AC245102.2,7,85,17
AC245123.1,2,67,40
AC245128.1,7,97,5
AC245128.2,7,97,5
AC245128.3,8,95,6
AC245140.1,19,87,3
AC245140.2,19,87,3
AC245140.3,19,87,3
AC245164.1,4,65,40
AC245164.2,4,65,40
AC245177.1,6,84,19
AC245187.1,2,67,40
AC245187.2,2,67,40
AC245291.1,15,85,9
AC245291.2,15,85,9
AC245291.3,15,85,9
AC245297.1,17,90,2
AC245297.2,17,90,2
AC245297.3,16,91,2
AC245369.1,17,80,12
AC245389.1,16,91,2
AC245407.1,15,92,2
AC245407.2,15,92,2
AC245427.1,9,83,17
AC245427.2,9,83,17
AC245452.1,15,85,9
AC245452.2,15,85,9
AC245452.3,15,85,9
AC245452.4,15,85,9
AC245452.5,15,85,9
AC245505.1,20,72,17
AC245505.2,20,69,20
AC245505.3,22,66,21
AC245517.1,15,85,9
AC245517.2,15,85,9
AC245517.3,15,85,9
AC245517.4,15,85,9
AC245517.5,15,85,9
AC245519.1,2,67,40
AC245519.2,2,67,40
AC245595.1,13,94,2
AC245595.2,13,94,2
AC245748.1,6,96,7
AC245748.2,6,96,7
AC245748.3,6,96,7
AC245884.1,7,97,5
AC245884.10,7,97,5
AC245884.11,7,97,5
AC245884.12,7,97,5
AC245884.2,7,97,5
AC245884.3,7,97,5
AC245884.4,7,97,5
AC245884.5,7,97,5
AC245884.6,7,97,5
AC245884.7,7,97,5
AC245884.8,7,97,5
AC245884.9,7,97,5
AC246680.1,14,91,4
AC246785.1,13,93,3
AC246785.2,13,93,3
AC246785.3,13,93,3
AC246785.4,13,94,2
AC246787.1,19,68,22
AC246787.2,19,69,21
AC246793.1,15,85,9
AC246817.1,2,67,40
AC246817.2,2,67,40
AC247036.1,19,71,19
AC253536.1,13,89,7
AC253536.2,13,91,5
AC253536.3,13,89,7
AC253536.4,13,89,7
AC253536.5,13,89,7
AC253536.6,13,91,5
AC253536.7,13,89,7
AC253572.1,8,84,17
