,gain,neutral,loss
COPS3,2,67,40
COPS4,5,94,10
COPS5,28,78,3
COPS6,20,87,2
COPS7A,12,77,20
COPS7B,5,98,6
COPS8,3,100,6
COPS9,3,99,7
COPZ1,9,94,6
COPZ2,25,82,2
COQ10A,8,96,5
COQ10B,3,102,4
COQ2,5,94,10
COQ3,1,77,31
COQ4,2,87,20
COQ5,9,90,10
COQ6,13,92,4
COQ7,22,83,4
COQ8A,46,61,2
COQ8B,8,86,15
COQ9,15,85,9
CORIN,6,96,7
CORO1A,24,83,2
CORO1B,20,88,1
CORO1C,11,91,7
CORO2A,1,84,24
CORO2B,3,77,29
CORO6,16,84,9
CORO7,24,82,3
CORT,8,89,12
COTL1,12,76,21
COX10,1,68,40
COX11,27,79,3
COX14,8,94,7
COX15,5,84,20
COX16,13,92,4
COX17,11,85,13
COX18,7,96,6
COX19,45,62,2
COX20,47,60,2
COX4I1,12,75,22
COX4I2,13,91,5
COX5A,3,78,28
COX5B,8,99,2
COX6A1,9,90,10
COX6A2,26,80,3
COX6B1,13,85,11
COX6B2,7,83,19
COX6C,45,63,1
COX7A1,13,84,12
COX7A2,3,81,25
COX7A2L,5,103,1
COX7B,22,78,9
COX7B2,4,99,6
COX7C,8,83,18
COX8A,8,92,9
COX8C,16,89,4
CP,13,85,11
CPA1,19,87,3
CPA2,19,87,3
CPA3,12,86,11
CPA4,19,87,3
CPA5,19,87,3
CPA6,27,77,5
CPAMD8,4,80,25
CPB1,12,86,11
CPB2,1,71,37
CPD,18,84,7
CPE,3,91,15
CPEB1,3,77,29
CPEB2,5,95,9
CPEB3,4,88,17
CPEB4,20,80,9
CPED1,17,88,4
CPHXL,14,77,18
CPLX1,5,93,11
CPLX2,20,81,8
CPLX3,3,78,28
CPLX4,2,68,39
CPM,19,86,4
CPN1,5,84,20
CPN2,13,84,12
CPNE1,18,87,4
CPNE2,16,84,9
CPNE3,31,74,4
CPNE4,13,83,13
CPNE5,10,95,4
CPNE6,19,86,4
CPNE7,12,76,21
CPNE8,4,99,6
CPNE9,0,80,29
CPO,3,101,5
CPOX,7,90,12
CPPED1,25,80,4
CPQ,39,68,2
CPS1,3,101,5
CPSF1,38,70,1
CPSF2,15,90,4
CPSF3,4,103,2
CPSF4,20,88,1
CPSF4L,27,79,3
CPSF6,18,87,4
CPSF7,7,98,4
CPT1A,20,86,3
CPT1B,4,74,31
CPT1C,3,84,22
CPT2,6,91,12
CPTP,8,91,10
CPVL,44,63,2
CPXCR1,23,76,10
CPXM1,10,85,14
CPXM2,3,88,18
CPZ,4,94,11
CR1,48,60,1
CR1L,48,60,1
CR2,48,60,1
CRABP1,4,77,28
CRABP2,56,51,2
CRACR2A,11,78,20
CRACR2B,7,90,12
CRADD,12,89,8
CRAMP1,25,81,3
CRAT,2,86,21
CRB1,47,61,1
CRB2,0,89,20
CRB3,4,79,26
CRBN,0,80,29
CRCP,27,78,4
CRCT1,58,50,1
CREB1,3,101,5
CREB3,7,85,17
CREB3L1,11,91,7
CREB3L2,18,88,3
CREB3L3,5,80,24
CREB3L4,58,50,1
CREB5,45,62,2
CREBBP,24,82,3
CREBL2,7,79,23
CREBRF,22,79,8
CREBZF,12,93,4
CREG1,50,58,1
CREG2,6,100,3
CRELD1,1,79,29
CRELD2,2,74,33
CREM,7,96,6
CRH,30,77,2
CRHBP,7,86,16
CRHR1,25,81,3
CRHR2,43,64,2
CRIM1,4,104,1
CRIP1,16,88,5
CRIP2,16,88,5
CRIP3,13,91,5
CRIPAK,4,94,11
CRIPT,4,104,1
CRISP1,10,94,5
CRISP2,10,94,5
CRISP3,10,94,5
CRISPLD1,31,75,3
CRISPLD2,12,76,21
CRK,3,68,38
CRKL,6,83,20
CRLF1,5,80,24
CRLF2,12,60,37
CRLF3,16,84,9
CRLS1,11,83,15
CRMP1,4,91,14
CRNKL1,12,83,14
CRNN,58,50,1
CROCC,9,85,15
CROCC2,3,99,7
CROT,20,86,3
CRP,56,51,2
CRTAC1,5,85,19
CRTAM,10,88,11
CRTAP,1,80,28
CRTC1,4,81,24
CRTC2,58,50,1
CRTC3,4,77,28
CRX,4,84,21
CRY1,11,91,7
CRY2,11,91,7
CRYAA,9,89,11
CRYAB,10,88,11
CRYBA1,18,83,8
CRYBA2,3,101,5
CRYBA4,5,77,27
CRYBB1,5,77,27
CRYBB2,5,78,26
CRYBB3,5,78,26
CRYBG3,6,91,12
CRYGA,3,100,6
CRYGB,3,100,6
CRYGC,3,100,6
CRYGD,3,100,6
CRYGN,19,87,3
CRYGS,11,86,12
CRYL1,3,63,43
CRYM,22,83,4
CRYZ,3,89,17
CRYZL1,9,92,8
CS,8,96,5
CSAD,7,94,8
CSAG1,40,65,4
CSAG2,40,65,4
CSAG3,40,65,4
CSDC2,3,78,28
CSDE1,4,85,20
CSE1L,14,90,5
CSF1,2,83,24
CSF1R,13,86,10
CSF2,9,86,14
CSF2RA,12,59,38
CSF2RB,2,76,31
CSF3,26,80,3
CSF3R,11,89,9
CSGALNACT1,3,70,36
CSGALNACT2,4,92,13
CSH1,27,80,2
CSH2,27,80,2
CSHL1,27,80,2
CSK,3,78,28
CSMD1,2,67,40
CSMD2,9,92,8
CSMD3,42,65,2
CSN1S1,7,96,6
CSN2,7,96,6
CSN3,7,96,6
CSNK1A1,14,85,10
CSNK1A1L,2,68,39
CSNK1D,26,78,5
CSNK1E,3,77,29
CSNK1G1,3,78,28
CSNK1G2,4,79,26
CSNK1G3,8,86,15
CSNK2A1,10,85,14
CSNK2A2,17,81,11
CSNK2A3,7,94,8
CSNK2B,16,89,4
CSPG4,3,78,28
CSPG5,0,78,31
CSPP1,28,78,3
CSRNP1,0,80,29
CSRNP2,8,94,7
CSRNP3,7,97,5
CSRP1,49,59,1
CSRP2,9,92,8
CSRP3,9,95,5
CST1,10,90,9
CST11,12,88,9
CST2,10,87,12
CST3,11,89,9
CST4,11,89,9
CST5,10,87,12
CST6,15,91,3
CST7,9,89,11
CST8,12,88,9
CST9,11,89,9
CST9L,12,88,9
CSTA,12,85,12
CSTB,10,87,12
CSTF1,21,83,5
CSTF2,27,74,8
CSTF2T,2,92,15
CSTF3,9,94,6
CSTL1,12,88,9
CT45A1,38,66,5
CT45A10,38,66,5
CT45A2,39,65,5
CT45A3,39,65,5
CT45A5,39,65,5
CT45A6,39,65,5
CT45A7,39,65,5
CT45A8,39,65,5
CT45A9,38,66,5
CT47A1,33,70,6
CT47A10,34,67,8
CT47A11,35,66,8
CT47A12,35,66,8
CT47A2,33,70,6
CT47A3,34,68,7
CT47A4,34,68,7
CT47A5,34,67,8
CT47A6,34,67,8
CT47A7,34,67,8
CT47A8,34,67,8
CT47A9,34,67,8
CT47B1,32,70,7
CT55,37,67,5
CT62,3,77,29
CT83,32,71,6
CTAG1A,44,61,4
CTAG1B,44,61,4
CTAG2,44,61,4
CTAGE1,4,84,21
CTAGE15,16,88,5
CTAGE4,17,87,5
CTAGE5,31,77,1
CTAGE6,16,87,6
CTAGE8,19,86,4
CTAGE9,3,80,26
CTB-16J4.1,19,87,3
CTB-25J19.1,5,79,25
CTB-50L17.10,5,80,24
CTB-60B18.10,3,84,22
CTBP1,5,93,11
CTBP2,3,89,17
CTBS,2,91,16
CTC-281F24.5,2,65,42
CTC-295J13.3,14,85,10
CTC-441N14.4,8,86,15
CTC-479C5.6,16,81,12
CTC1,2,66,41
CTCF,15,81,13
CTCFL,24,81,4
CTD-2132N18.2,24,83,2
CTD-2265O21.8,3,79,27
CTD-2313N18.7,16,91,2
CTD-2521M24.13,4,80,25
CTD-2537I9.19,6,84,19
CTD-2568A17.1,4,83,22
CTD-2575K13.6,4,90,15
CTD-2659N19.11,3,79,27
CTD-3088G3.8,27,78,4
CTDNEP1,2,65,42
CTDP1,1,71,37
CTDSP1,3,101,5
CTDSP2,13,91,5
CTDSPL,0,80,29
CTDSPL2,3,73,33
CTF1,27,80,2
CTGF,3,80,26
CTH,5,89,15
CTHRC1,43,65,1
CTIF,1,69,39
CTLA4,3,101,5
CTNNA1,8,88,13
CTNNA2,6,103,0
CTNNA3,4,90,15
CTNNAL1,2,83,24
CTNNB1,1,80,28
CTNNBIP1,7,90,12
CTNNBL1,14,91,4
CTNND1,6,99,4
CTNND2,45,64,0
CTNS,4,64,41
CTPS1,12,91,6
CTPS2,22,79,8
CTR9,8,93,8
CTRB1,14,80,15
CTRB2,14,80,15
CTRC,9,86,14
CTRL,16,81,12
CTSA,14,88,7
CTSB,3,69,37
CTSC,14,90,5
CTSD,6,90,13
CTSE,48,60,1
CTSF,18,90,1
CTSG,19,87,3
CTSH,4,77,28
CTSK,60,48,1
CTSL,1,85,23
CTSO,3,93,13
CTSS,60,48,1
CTSV,1,84,24
CTSW,15,91,3
CTSZ,25,80,4
CTTN,19,89,1
CTTNBP2,18,87,4
CTTNBP2NL,2,84,23
CTU1,4,84,21
CTU2,11,76,22
CTXN1,5,77,27
CTXN2,3,75,31
CTXN3,9,86,14
CUBN,6,93,10
CUEDC1,26,80,3
CUEDC2,5,84,20
CUL1,17,90,2
CUL2,7,96,6
CUL3,3,100,6
CUL4A,4,78,27
CUL4B,32,71,6
CUL5,7,92,10
CUL7,13,91,5
CUL9,13,91,5
CUTA,11,94,4
CUTC,5,84,20
CUX1,20,86,3
CUX2,12,90,7
CUZD1,3,88,18
CWC15,13,91,5
CWC22,4,98,7
CWC25,26,79,4
CWC27,8,87,14
CWF19L1,5,84,20
CWF19L2,7,92,10
CWH43,5,99,5
CX3CL1,15,84,10
CX3CR1,0,80,29
CXADR,10,84,15
CXCL1,6,97,6
CXCL10,6,97,6
CXCL11,6,97,6
CXCL12,2,92,15
CXCL13,5,97,7
CXCL14,9,87,13
CXCL16,4,65,40
CXCL17,4,91,14
CXCL2,6,97,6
CXCL3,6,97,6
CXCL5,6,97,6
CXCL6,6,97,6
CXCL8,6,97,6
CXCL9,6,97,6
CXCR1,3,101,5
CXCR2,3,101,5
CXCR3,22,81,6
CXCR4,4,100,5
CXCR5,10,88,11
CXCR6,0,78,31
CXXC1,1,69,39
CXXC4,3,92,14
CXXC5,10,87,12
CXorf21,16,82,11
CXorf23,22,79,8
CXorf36,23,80,6
CXorf38,18,82,9
CXorf40A,39,65,5
CXorf40B,38,66,5
CXorf49,22,81,6
CXorf49B,22,81,6
CXorf51A,35,69,5
CXorf51B,35,68,6
CXorf56,32,71,6
CXorf57,30,72,7
CXorf58,21,80,8
CXorf65,22,80,7
CXorf66,39,65,5
CXorf67,19,84,6
CYB561,27,80,2
CYB561A3,7,97,5
CYB561D1,2,83,24
CYB561D2,0,79,30
CYB5A,2,70,37
CYB5B,16,81,12
CYB5D1,2,66,41
CYB5D2,4,64,41
CYB5R1,49,58,2
CYB5R2,7,94,8
CYB5R3,3,78,28
CYB5R4,1,80,28
CYB5RL,9,88,12
CYBA,11,76,22
CYBB,18,82,9
CYBRD1,5,99,5
CYC1,39,69,1
CYCS,47,60,2
CYFIP1,4,68,37
CYFIP2,17,83,9
CYGB,25,79,5
CYHR1,38,70,1
CYLC1,24,76,9
CYLC2,2,83,24
CYLD,16,83,10
CYP11A1,3,77,29
CYP11B1,39,68,2
CYP11B2,39,68,2
CYP17A1,5,84,20
CYP19A1,3,75,31
CYP1A1,3,78,28
CYP1A2,3,78,28
CYP1B1,5,103,1
CYP20A1,3,102,4
CYP21A2,15,89,5
CYP24A1,22,82,5
CYP26A1,3,88,18
CYP26B1,4,104,1
CYP26C1,3,88,18
CYP27A1,3,101,5
CYP27B1,15,89,5
CYP27C1,6,99,4
CYP2A13,6,87,16
CYP2A6,10,76,23
CYP2A7,8,78,23
CYP2B6,8,86,15
CYP2C18,3,87,19
CYP2C19,3,87,19
CYP2C8,3,87,19
CYP2C9,3,87,19
CYP2D6,3,77,29
CYP2E1,3,90,16
CYP2F1,6,87,16
CYP2J2,3,89,17
CYP2R1,9,95,5
CYP2S1,5,89,15
CYP2U1,3,92,14
CYP2W1,45,62,2
CYP39A1,11,93,5
CYP3A4,20,87,2
CYP3A43,20,87,2
CYP3A5,20,87,2
CYP3A7,20,87,2
CYP46A1,13,93,3
CYP4A11,7,91,11
CYP4A22,7,91,11
CYP4B1,7,91,11
CYP4F11,3,79,27
CYP4F12,3,80,26
CYP4F2,3,79,27
CYP4F22,3,80,26
CYP4F3,3,80,26
CYP4F8,3,80,26
CYP4V2,4,87,18
CYP4X1,7,91,11
CYP4Z1,7,91,11
CYP51A1,20,86,3
CYP7A1,23,78,8
CYP7B1,23,80,6
CYP8B1,0,79,30
CYR61,2,91,16
CYS1,5,102,2
CYSLTR1,22,78,9
CYSLTR2,2,70,37
CYSRT1,1,88,20
CYSTM1,11,86,12
CYTH1,26,78,5
CYTH2,3,85,21
CYTH3,47,60,2
CYTH4,2,76,31
CYTIP,4,100,5
CYTL1,4,92,13
CYYR1,9,88,12
D2HGDH,3,99,7
DAAM1,22,84,3
DAAM2,11,93,5
DAB1,4,90,15
DAB2,40,69,0
DAB2IP,1,86,22
DACH1,4,73,32
DACH2,23,77,9
DACT1,23,84,2
DACT2,2,82,25
DACT3,2,86,21
DAD1,15,88,6
DAG1,0,78,31
DAGLA,7,99,3
DAGLB,47,60,2
DALRD3,0,78,31
DAND5,4,78,27
DAO,11,91,7
DAOA,6,78,25
DAP,46,63,0
DAP3,58,50,1
DAPK1,1,85,23
DAPK2,3,78,28
DAPK3,5,80,24
DAPL1,7,97,5
DAPP1,2,92,15
DARS,4,100,5
DARS2,50,58,1
DAW1,3,100,6
DAXX,11,94,4
DAZ1,16,40,53
DAZ2,16,40,53
DAZ3,15,42,52
DAZ4,15,42,52
DAZAP1,4,78,27
DAZAP2,8,94,7
DAZL,0,80,29
DBF4,21,86,2
DBF4B,23,83,3
DBH,2,86,21
DBI,4,102,3
DBN1,20,81,8
DBNDD1,12,77,20
DBNDD2,14,87,8
DBNL,41,66,2
DBP,3,84,22
DBR1,14,83,12
DBT,2,83,24
DBX1,9,95,5
DBX2,6,97,6
DCAF1,0,78,31
DCAF10,6,85,18
DCAF11,19,86,4
DCAF12,6,85,18
DCAF12L1,34,69,6
DCAF12L2,33,69,7
DCAF13,43,65,1
DCAF15,3,80,26
DCAF16,5,95,9
DCAF17,5,99,5
DCAF4,12,93,4
DCAF4L1,6,99,4
DCAF4L2,31,73,5
DCAF5,13,91,5
DCAF6,51,57,1
DCAF7,27,80,2
DCAF8,57,51,1
DCAF8L1,17,80,12
DCAF8L2,17,80,12
DCAKD,22,84,3
DCANP1,9,87,13
DCBLD1,1,80,28
DCBLD2,7,90,12
DCC,1,70,38
DCD,9,94,6
DCDC1,9,94,6
DCDC2,12,92,5
DCDC2B,11,90,8
DCDC2C,3,104,2
DCHS1,7,94,8
DCHS2,3,93,13
DCK,8,95,6
DCLK1,2,68,39
DCLK2,5,94,10
DCLK3,0,80,29
DCLRE1A,5,85,19
DCLRE1B,2,85,22
DCLRE1C,7,92,10
DCN,12,89,8
DCP1A,1,77,31
DCP1B,10,80,19
DCP2,8,84,17
DCPS,11,88,10
DCST1,58,50,1
DCST2,58,50,1
DCSTAMP,43,65,1
DCT,8,76,25
DCTD,3,88,18
DCTN1,6,102,1
DCTN2,11,93,5
DCTN3,5,86,18
DCTN4,14,84,11
DCTN5,23,82,4
DCTN6,4,68,37
DCTPP1,26,82,1
DCUN1D1,14,84,11
DCUN1D2,4,79,26
DCUN1D3,23,82,4
DCUN1D4,8,94,7
DCUN1D5,10,91,8
DCX,32,71,6
DCXR,26,78,5
DDA1,4,80,25
DDAH1,2,91,16
DDAH2,16,89,4
DDB1,7,97,5
DDB2,11,92,6
DDC,39,68,2
DDHD1,23,84,2
DDHD2,10,70,29
DDI1,10,90,9
DDI2,9,86,14
DDIAS,16,89,4
DDIT3,11,93,5
DDIT4,5,90,14
DDIT4L,2,92,15
DDN,9,93,7
DDO,0,79,30
DDOST,6,91,12
DDR1,13,92,4
DDR2,55,53,1
DDRGK1,10,85,14
DDT,5,78,26
DDTL,5,79,25
DDX1,3,104,2
DDX10,8,91,10
DDX11,17,82,10
DDX17,3,77,29
DDX18,4,102,3
DDX19A,15,81,13
DDX19B,15,81,13
DDX20,2,83,24
DDX21,4,90,15
DDX23,9,94,6
DDX24,16,90,3
DDX25,12,87,10
DDX27,16,88,5
DDX28,16,81,12
DDX31,2,86,21
DDX39A,3,80,26
DDX39B,15,90,4
DDX3X,18,82,9
DDX3Y,15,45,49
DDX4,13,85,11
DDX41,20,81,8
DDX42,27,80,2
DDX43,3,81,25
DDX46,9,87,13
DDX47,7,77,25
DDX49,4,81,24
DDX5,28,79,2
DDX50,4,90,15
DDX51,8,92,9
DDX52,23,81,5
DDX53,20,80,9
DDX54,10,90,9
DDX55,9,91,9
DDX56,42,65,2
DDX58,5,83,21
DDX59,49,59,1
DDX6,10,87,12
DDX60,1,93,15
DDX60L,1,94,14
DEAF1,7,90,12
DEC1,2,84,23
DECR1,34,72,3
DECR2,24,81,4
DEDD,57,51,1
DEDD2,4,91,14
DEF6,9,96,4
DEF8,12,76,21
DEFA1,3,66,40
DEFA1B,3,66,40
DEFA3,3,66,40
DEFA4,3,66,40
DEFA5,3,66,40
DEFA6,3,66,40
DEFB1,3,67,39
DEFB103A,5,64,40
DEFB103B,3,66,40
DEFB104A,4,66,39
DEFB104B,3,66,40
DEFB105A,4,66,39
DEFB105B,3,66,40
DEFB106A,4,66,39
DEFB106B,3,66,40
DEFB107A,4,66,39
DEFB107B,3,66,40
DEFB108B,16,91,2
DEFB110,10,94,5
DEFB112,10,94,5
DEFB113,11,90,8
DEFB114,11,90,8
DEFB115,14,90,5
DEFB116,14,90,5
DEFB118,14,89,6
DEFB119,14,89,6
DEFB121,14,89,6
DEFB123,14,89,6
DEFB124,14,89,6
DEFB125,9,87,13
DEFB126,9,88,12
DEFB127,9,88,12
DEFB128,9,88,12
DEFB129,9,88,12
DEFB130,3,68,38
DEFB131,3,95,11
DEFB132,9,87,13
DEFB133,11,92,6
DEFB134,3,69,37
DEFB135,3,69,37
DEFB136,3,69,37
DEFB4A,5,64,40
DEFB4B,4,64,41
DEGS1,46,62,1
DEGS2,15,91,3
DEK,14,90,5
DENND1A,0,89,20
DENND1B,48,60,1
DENND1C,4,79,26
DENND2A,17,88,4
DENND2C,4,85,20
DENND2D,2,84,23
DENND3,38,70,1
DENND4A,3,78,28
DENND4B,58,50,1
DENND4C,6,68,35
DENND5A,7,95,7
DENND5B,16,83,10
DENND6A,1,77,31
DENND6B,3,74,32
DENR,9,91,9
DEPDC1,6,87,16
DEPDC1B,8,88,13
DEPDC4,12,90,7
DEPDC5,7,75,27
DEPDC7,9,94,6
DEPTOR,40,67,2
DERA,8,78,23
DERL1,41,66,2
DERL2,2,67,40
DERL3,7,79,23
DES,3,101,5
DESI1,3,78,28
DESI2,47,59,3
DET1,3,77,29
DEUP1,12,91,6
DEXI,26,79,4
DFFA,8,89,12
DFFB,9,89,11
DFNA5,47,60,2
DFNB59,5,98,6
DGAT1,39,69,1
DGAT2,17,88,4
DGAT2L6,23,79,7
DGCR14,8,80,21
DGCR2,8,80,21
DGCR6,6,83,20
DGCR6L,7,81,21
DGCR8,6,81,22
DGKA,9,95,5
DGKB,46,61,2
DGKD,5,98,6
DGKE,26,80,3
DGKG,11,86,12
DGKH,2,69,38
DGKI,18,88,3
DGKK,19,84,6
DGKQ,5,93,11
DGKZ,11,91,7
DGUOK,5,103,1
DHCR24,7,89,13
DHCR7,17,90,2
DHDDS,7,92,10
DHDH,3,84,22
DHFR,8,85,16
DHFR2,5,89,15
DHH,8,94,7
DHODH,16,80,13
DHPS,3,79,27
DHRS1,19,87,3
DHRS11,17,87,5
DHRS12,2,68,39
DHRS13,19,82,8
DHRS2,18,85,6
DHRS3,8,88,13
DHRS4,18,85,6
DHRS4L2,18,85,6
DHRS7,23,83,3
DHRS7B,6,75,28
DHRS7C,2,68,39
DHRS9,6,99,4
DHRSX,12,60,37
DHTKD1,6,93,10
DHX15,5,96,8
DHX16,13,92,4
DHX29,12,86,11
DHX30,0,78,31
DHX32,4,87,18
DHX33,3,66,40
DHX34,2,86,21
DHX35,13,87,9
DHX36,11,86,12
DHX37,8,91,10
DHX38,15,81,13
DHX40,27,80,2
DHX57,5,103,1
DHX58,24,82,3
DHX8,23,83,3
DHX9,46,61,2
DIABLO,9,90,10
DIAPH1,11,87,11
DIAPH2,26,74,9
DIAPH3,1,72,36
DICER1,16,89,4
DIDO1,28,78,3
DIEXF,48,60,1
DIMT1,8,88,13
DIO1,7,90,12
DIO2,13,92,4
DIO3,14,92,3
DIP2A,10,88,11
DIP2B,8,94,7
DIP2C,6,90,13
DIRAS1,4,81,24
DIRAS2,2,82,25
DIRAS3,6,88,15
DIRC1,2,102,5
DIRC2,11,85,13
DIRC3,3,101,5
DIS3,4,73,32
DIS3L,3,78,28
DIS3L2,5,98,6
DISC1,48,59,2
DISP1,46,62,1
DISP2,2,71,36
DISP3,8,88,13
DIXDC1,10,88,11
DKC1,44,61,4
DKK1,2,91,16
DKK2,3,92,14
DKK3,8,94,7
DKK4,15,77,17
DKKL1,3,84,22
DLAT,10,88,11
DLC1,3,67,39
DLD,18,88,3
DLEC1,0,80,29
DLEU1,2,69,38
DLEU7,2,69,38
DLG1,14,83,12
DLG2,12,93,4
DLG3,23,79,7
DLG4,2,65,42
DLG5,5,89,15
DLGAP1,8,80,21
DLGAP2,6,64,39
DLGAP3,10,91,8
DLGAP4,16,90,3
DLGAP5,23,84,2
DLK1,15,91,3
DLK2,13,91,5
DLL1,1,81,27
DLL3,9,86,14
DLL4,2,71,36
DLST,12,93,4
DLX1,5,99,5
DLX2,5,99,5
DLX3,26,81,2
DLX4,26,81,2
DLX5,19,88,2
DLX6,19,88,2
DMAP1,12,91,6
DMBT1,3,89,17
DMBX1,7,91,11
DMC1,3,77,29
DMD,17,81,11
DMGDH,7,86,16
DMKN,12,86,11
DMP1,3,94,12
DMPK,2,87,20
DMRT1,6,66,37
DMRT2,5,66,38
DMRT3,5,66,38
DMRTA1,5,63,41
DMRTA2,7,89,13
DMRTB1,6,91,12
DMRTC1,22,79,8
DMRTC1B,22,79,8
DMRTC2,4,90,15
DMTF1,21,85,3
DMTN,3,68,38
DMWD,2,87,20
DMXL1,8,86,15
DMXL2,3,75,31
DNA2,4,91,14
DNAAF1,12,76,21
DNAAF2,25,83,1
DNAAF3,7,83,19
DNAAF5,45,62,2
DNAH1,1,78,30
DNAH10,9,91,9
DNAH10OS,8,92,9
DNAH11,47,60,2
DNAH12,1,77,31
DNAH14,46,62,1
DNAH17,26,78,5
DNAH2,2,66,41
DNAH3,22,83,4
DNAH5,46,63,0
DNAH6,4,104,1
DNAH7,3,102,4
DNAH8,12,92,5
DNAH9,2,66,41
DNAI1,5,86,18
DNAI2,27,78,4
DNAJA1,6,84,19
DNAJA2,18,83,8
DNAJA3,24,82,3
DNAJA4,3,78,28
DNAJB1,3,80,26
DNAJB11,11,86,12
DNAJB12,5,89,15
DNAJB13,16,90,3
DNAJB14,2,92,15
DNAJB2,3,101,5
DNAJB4,3,88,18
DNAJB5,7,85,17
DNAJB6,18,86,5
DNAJB7,3,78,28
DNAJB8,12,84,13
DNAJB9,19,87,3
DNAJC1,6,95,8
DNAJC10,5,100,4
DNAJC11,9,89,11
DNAJC12,4,90,15
DNAJC13,13,83,13
DNAJC14,8,96,5
DNAJC15,2,70,37
DNAJC16,9,86,14
DNAJC17,2,71,36
DNAJC18,10,87,12
DNAJC19,12,85,12
DNAJC2,18,88,3
DNAJC21,39,70,0
DNAJC22,8,95,6
DNAJC24,9,94,6
DNAJC25,2,84,23
DNAJC27,4,102,3
DNAJC28,9,92,8
DNAJC3,7,77,25
DNAJC30,24,81,4
DNAJC4,9,92,8
DNAJC5,31,75,3
DNAJC5B,29,77,3
DNAJC5G,4,104,1
DNAJC6,6,87,16
DNAJC7,24,82,3
DNAJC8,7,93,9
DNAJC9,5,90,14
DNAL1,13,92,4
DNAL4,3,77,29
DNALI1,11,91,7
DNASE1,24,82,3
DNASE1L1,43,62,4
DNASE1L2,24,81,4
DNASE1L3,1,77,31
DNASE2,4,78,27
DNASE2B,2,91,16
DND1,11,86,12
DNER,3,100,6
DNHD1,6,93,10
DNLZ,2,87,20
DNM1,2,87,20
DNM1L,13,88,8
DNM2,3,81,25
DNM3,51,57,1
DNMBP,5,84,20
DNMT1,4,80,25
DNMT3A,4,103,2
DNMT3B,13,89,7
DNMT3L,9,88,12
DNPEP,3,101,5
DNPH1,13,91,5
DNTT,5,85,19
DNTTIP1,14,88,7
DNTTIP2,4,83,22
DOC2A,25,82,2
DOC2B,3,69,37
DOCK1,3,88,18
DOCK10,3,100,6
DOCK11,31,72,6
DOCK2,20,79,10
DOCK3,0,78,31
DOCK4,17,88,4
DOCK5,3,68,38
DOCK6,3,81,25
DOCK7,6,88,15
DOCK8,6,67,36
DOCK9,8,75,26
DOHH,4,81,24
DOK1,6,102,1
DOK2,3,68,38
DOK3,20,81,8
DOK4,15,84,10
DOK5,22,83,4
DOK6,2,67,40
DOK7,4,93,12
DOLK,2,86,21
DOLPP1,2,86,21
DONSON,9,92,8
DOPEY1,1,79,29
DOPEY2,10,87,12
DOT1L,4,78,27
DPAGT1,9,89,11
DPCD,5,84,20
DPCR1,13,92,4
DPEP1,12,76,21
DPEP2,16,81,12
DPEP3,16,81,12
DPF1,9,88,12
DPF2,12,91,6
DPF3,12,93,4
DPH1,3,66,40
DPH2,12,91,6
DPH3,0,80,29
DPH5,2,84,23
DPH6,2,69,38
DPH7,2,87,20
DPM1,17,89,3
DPM2,2,87,20
DPM3,58,50,1
DPP10,4,102,3
DPP3,17,91,1
DPP4,5,98,6
DPP6,19,86,4
DPP7,1,88,20
DPP8,3,78,28
DPP9,3,81,25
DPPA2,11,87,11
DPPA3,11,77,21
DPPA4,11,87,11
DPPA5,3,81,25
DPRX,6,84,19
DPT,51,57,1
DPY19L1,42,65,2
DPY19L2,13,91,5
DPY19L3,12,86,11
DPY19L4,40,66,3
DPY30,4,102,3
DPYD,2,85,22
DPYS,43,65,1
DPYSL2,3,69,37
DPYSL3,14,85,10
DPYSL4,3,89,17
DPYSL5,5,103,1
DQX1,6,102,1
DR1,3,84,22
DRAM1,11,91,7
DRAM2,2,84,23
DRAP1,15,91,3
DRAXIN,8,88,13
DRC1,5,103,1
DRC3,2,67,40
DRC7,15,83,11
DRD1,20,81,8
DRD2,9,89,11
DRD3,9,87,13
DRD4,7,90,12
DRD5,3,95,11
DRG1,7,75,27
DRG2,1,68,40
DRGX,3,92,14
DRICH1,6,80,23
DROSHA,38,71,0
DRP2,28,73,8
DSC1,3,75,31
DSC2,3,74,32
DSC3,3,74,32
DSCAM,8,91,10
DSCAML1,10,88,11
DSCC1,40,67,2
DSCR3,9,88,12
DSCR4,9,88,12
DSCR8,9,88,12
DSE,2,78,29
DSEL,2,68,39
DSG1,3,75,31
DSG2,3,75,31
DSG3,3,75,31
DSG4,3,75,31
DSN1,14,91,4
DSP,13,93,3
DSPP,3,94,12
DST,8,95,6
DSTN,10,84,15
DSTYK,48,60,1
DTD1,10,84,15
DTD2,34,75,0
DTHD1,5,99,5
DTL,48,60,1
DTNA,3,76,30
DTNB,5,102,2
DTNBP1,11,94,4
DTWD1,3,75,31
DTWD2,8,86,15
DTX1,10,90,9
DTX2,24,81,4
DTX3,11,93,5
DTX3L,11,85,13
DTX4,6,97,6
DTYMK,3,99,7
DUOX1,3,74,32
DUOX2,3,74,32
DUOXA1,3,74,32
DUOXA2,3,74,32
DUPD1,7,87,15
DUS1L,26,78,5
DUS2,16,81,12
DUS3L,4,79,26
DUS4L,18,87,4
DUSP1,22,79,8
DUSP10,46,62,1
DUSP11,6,102,1
DUSP12,56,52,1
DUSP13,7,87,15
DUSP14,22,82,5
