,gain,neutral,loss
DEFB112,19,83,3
DEFB113,19,83,3
DEFB114,19,83,3
DEFB115,66,30,9
DEFB116,67,30,8
DEFB118,67,30,8
DEFB119,67,30,8
DEFB121,67,30,8
DEFB122,68,29,8
DEFB123,68,29,8
DEFB124,68,29,8
DEFB125,41,41,23
DEFB126,41,41,23
DEFB127,41,41,23
DEFB128,41,40,24
DEFB129,42,39,24
DEFB130,17,47,41
DEFB131,6,70,29
DEFB132,42,39,24
DEFB133,19,83,3
DEFB134,17,47,41
DEFB135,17,47,41
DEFB136,17,47,41
DEFB4A,17,44,44
DEFB4B,17,44,44
DEFT1P,17,44,44
DEGS1,16,70,19
DEGS2,6,67,32
DEK,17,69,19
DENND1A,15,72,18
DENND1B,22,80,3
DENND1C,6,52,47
DENND2A,30,55,20
DENND2C,1,68,36
DENND2D,6,82,17
DENND3,58,41,6
DENND4A,0,46,59
DENND4B,17,57,31
DENND4C,18,55,32
DENND5A,6,65,34
DENND5B,13,53,39
DENND5B-AS1,11,55,39
DENND6A,6,60,39
DENND6B,4,72,29
DENR,9,57,39
DEPDC1,1,87,17
DEPDC1B,5,82,18
DEPDC4,13,74,18
DEPDC5,2,57,46
DEPDC7,8,69,28
DEPTOR,48,45,12
DERA,21,76,8
DERL1,52,47,6
DERL2,0,35,70
DERL3,4,72,29
DES,22,80,3
DESI1,2,53,50
DESI2,17,72,16
DET1,1,76,28
DEXI,11,76,18
DFFA,1,53,51
DFFB,2,73,30
DFNA5,65,39,1
DFNB31,18,75,12
DFNB59,23,81,1
DGAT1,56,43,6
DGAT2,12,86,7
DGAT2L6,25,78,2
DGCR10,6,71,28
DGCR11,6,71,28
DGCR14,5,72,28
DGCR2,6,71,28
DGCR5,6,71,28
DGCR6,6,72,27
DGCR6L,7,71,27
DGCR8,5,73,27
DGCR9,6,71,28
DGKA,15,75,15
DGKB,66,38,1
DGKD,20,82,3
DGKE,17,76,12
DGKG,12,87,6
DGKH,59,44,2
DGKI,49,54,2
DGKK,25,78,2
DGKQ,5,79,21
DGKZ,8,79,18
DGUOK,16,88,1
DGUOK-AS1,16,88,1
DHCR24,3,84,18
DHCR7,13,86,6
DHDDS,1,51,53
DHDH,10,69,26
DHFR,1,68,36
DHFRL1,10,85,10
DHH,9,69,27
DHODH,9,79,17
DHPS,7,54,44
DHRS1,16,61,28
DHRS11,8,82,15
DHRS12,60,43,2
DHRS13,12,74,19
DHRS2,10,66,29
DHRS3,0,67,38
DHRS4,12,64,29
DHRS4-AS1,12,64,29
DHRS4L1,14,63,28
DHRS4L2,13,64,28
DHRS7,8,68,29
DHRS7B,4,47,54
DHRS7C,0,36,69
DHRS9,25,78,2
DHRSX,25,78,2
DHTKD1,3,67,35
DHX15,6,78,21
DHX16,9,87,9
DHX29,3,64,38
DHX30,4,52,49
DHX32,4,87,14
DHX33,0,33,72
DHX34,10,67,28
DHX35,69,34,2
DHX36,11,91,3
DHX37,17,77,11
DHX38,10,84,11
DHX40,9,42,54
DHX57,14,57,34
DHX58,8,68,29
DHX8,7,68,30
DHX9,21,81,3
DIABLO,9,55,41
DIAPH1,12,83,10
DIAPH2,25,78,2
DIAPH3,57,46,2
DIAPH3-AS1,57,46,2
DIAPH3-AS2,57,46,2
DICER1,6,67,32
DICER1-AS1,6,67,32
DIDO1,71,33,1
DIEXF,25,76,4
DIMT1,4,72,29
DIO1,1,86,18
DIO2,6,67,32
DIO2-AS1,6,67,32
DIO3,9,64,32
DIO3OS,9,64,32
DIP2A,20,66,19
DIP2A-IT1,12,73,20
DIP2B,9,61,35
DIP2C,19,76,10
DIRAS1,7,54,44
DIRAS2,16,81,8
DIRAS3,2,86,17
DIRC1,23,79,3
DIRC2,11,92,2
DIRC3,23,80,2
DIS3,56,44,5
DIS3L,0,60,45
DIS3L2,19,74,12
DISC1,22,73,10
DISC1FP1,14,83,8
DISC2,18,76,11
DISP1,19,79,7
DISP2,2,65,38
DIXDC1,11,79,15
DKC1,25,78,2
DKFZP434A062,15,79,11
DKFZP434H168,14,84,7
DKFZP434I0714,3,80,22
DKFZP434K028,8,85,12
DKFZP434L187,1,66,38
DKFZP586I1420,65,39,1
DKFZp434J0226,9,72,24
DKFZp434L192,31,47,27
DKFZp451B082,8,86,11
DKFZp566F0947,16,84,5
DKFZp686K1684,16,84,5
DKFZp779M0652,14,87,4
DKK1,2,90,13
DKK2,9,77,19
DKK3,25,77,3
DKK4,32,57,16
DKKL1,11,67,27
DLAT,11,80,14
DLC1,17,42,46
DLD,51,52,2
DLEC1,12,88,5
DLEU1,59,36,10
DLEU2,54,40,11
DLEU2L,1,74,30
DLEU7,59,44,2
DLEU7-AS1,59,44,2
DLG1,7,77,21
DLG1-AS1,7,80,18
DLG2,13,85,7
DLG3,25,78,2
DLG3-AS1,25,78,2
DLG4,3,39,63
DLG5,3,81,21
DLG5-AS1,3,81,21
DLGAP1,4,35,66
DLGAP1-AS1,4,36,65
DLGAP1-AS3,4,38,63
DLGAP1-AS4,4,38,63
DLGAP1-AS5,4,39,62
DLGAP2,26,39,40
DLGAP3,1,64,40
DLGAP4,65,31,9
DLGAP5,4,64,37
DLK1,6,67,32
DLK2,21,70,14
DLL1,22,78,5
DLL3,13,70,22
DLL4,2,46,57
DLST,6,63,36
DLX1,22,69,14
DLX2,22,69,14
DLX3,9,79,17
DLX4,9,79,17
DLX5,51,51,3
DLX6,51,51,3
DLX6-AS1,51,51,3
DMAP1,1,82,22
DMBT1,7,84,14
DMBT1P1,7,84,14
DMBX1,1,83,21
DMC1,3,62,40
DMD,25,78,2
DMGDH,1,71,33
DMKN,14,69,22
DMP1,2,79,24
DMPK,10,71,24
DMRT1,14,71,20
DMRT2,15,74,16
DMRT3,14,74,17
DMRTA1,20,77,8
DMRTA2,4,78,23
DMRTB1,4,85,16
DMRTC1,25,78,2
DMRTC2,19,80,6
DMTF1,55,48,2
DMTN,17,41,47
DMWD,10,71,24
DMXL1,3,74,28
DMXL2,7,62,36
DNA2,1,41,63
DNAAF1,11,86,8
DNAAF2,7,54,44
DNAAF3,13,75,17
DNAH1,8,90,7
DNAH10,16,52,37
DNAH11,67,37,1
DNAH12,7,59,39
DNAH14,18,82,5
DNAH17,12,80,13
DNAH17-AS1,12,80,13
DNAH2,2,41,62
DNAH3,11,73,21
DNAH5,26,71,8
DNAH6,22,82,1
DNAH7,19,80,6
DNAH8,24,72,9
DNAH9,0,45,60
DNAI1,17,77,11
DNAI2,11,78,16
DNAJA1,18,77,10
DNAJA1P5,0,86,19
DNAJA2,10,81,14
DNAJA3,9,68,28
DNAJA4,0,73,32
DNAJB1,7,56,42
DNAJB11,14,87,4
DNAJB12,3,55,47
DNAJB13,8,76,21
DNAJB14,4,82,19
DNAJB2,23,79,3
DNAJB3,26,78,1
DNAJB4,1,64,40
DNAJB5,16,79,10
DNAJB6,55,41,9
DNAJB7,2,39,64
DNAJB8,16,83,6
DNAJB8-AS1,16,82,7
DNAJB9,51,53,1
DNAJC1,4,76,25
DNAJC10,20,82,3
DNAJC11,1,64,40
DNAJC12,2,57,46
DNAJC13,13,90,2
DNAJC14,12,77,16
DNAJC15,59,44,2
DNAJC16,0,61,44
DNAJC17,1,47,57
DNAJC18,4,72,29
DNAJC19,11,85,9
DNAJC2,49,47,9
DNAJC21,17,82,6
DNAJC22,9,66,30
DNAJC24,16,83,6
DNAJC25,10,66,29
DNAJC25-GNG10,10,65,30
DNAJC27,12,70,23
DNAJC27-AS1,12,70,23
DNAJC28,5,72,28
DNAJC3,58,43,4
DNAJC30,28,49,28
DNAJC4,11,79,15
DNAJC5,71,32,2
DNAJC5B,46,52,7
DNAJC5G,15,79,11
DNAJC6,1,85,19
DNAJC7,9,68,28
DNAJC8,1,38,66
DNAJC9,1,55,49
DNAJC9-AS1,1,55,49
DNAL1,1,50,54
DNAL4,4,66,35
DNALI1,1,75,29
DNASE1,9,72,24
DNASE1L1,25,78,2
DNASE1L2,15,80,10
DNASE1L3,10,82,13
DNASE2,6,63,36
DNASE2B,5,82,18
DND1,10,85,10
DNER,19,82,4
DNHD1,19,82,4
DNLZ,17,77,11
DNM1,19,59,27
DNM1L,15,55,35
DNM1P35,0,66,39
DNM1P41,1,73,31
DNM1P46,2,75,28
DNM2,6,59,40
DNM3,29,72,4
DNM3OS,28,75,2
DNMBP,1,64,40
DNMBP-AS1,1,65,39
DNMT1,7,55,43
DNMT3A,12,71,22
DNMT3B,66,31,8
DNMT3L,7,81,17
DNPEP,22,80,3
DNPH1,19,72,14
DNTT,1,82,22
DNTTIP1,72,33,0
DNTTIP2,4,82,19
DOC2A,16,71,18
DOC2B,10,32,63
DOC2GP,16,82,7
DOCK1,5,86,14
DOCK10,19,83,3
DOCK11,25,78,2
DOCK2,12,83,10
DOCK3,6,74,25
DOCK4,49,54,2
DOCK4-AS1,50,54,1
DOCK5,17,42,46
DOCK6,6,57,42
DOCK7,1,65,39
DOCK8,15,69,21
DOCK9,60,43,2
DOCK9-AS1,60,43,2
DOCK9-AS2,60,43,2
DOHH,7,52,46
DOK1,23,81,1
DOK2,17,41,47
DOK3,12,80,13
DOK4,11,82,12
DOK5,70,35,0
DOK6,2,35,68
DOK7,4,76,25
DOLK,15,60,30
DOLPP1,17,63,25
DONSON,5,71,29
DOPEY1,10,86,9
DOPEY2,3,55,47
DOT1L,8,64,33
DPAGT1,11,70,24
DPCD,0,61,44
DPCR1,9,87,9
DPEP1,14,83,8
DPEP2,3,69,33
DPEP3,3,70,32
DPF1,11,63,31
DPF2,10,79,16
DPF3,6,50,49
DPH1,0,32,73
DPH2,1,83,21
DPH3,12,87,6
DPH3P1,71,33,1
DPH5,1,85,19
DPH6,1,66,38
DPH6-AS1,3,66,36
DPH7,18,70,17
DPM1,70,33,2
DPM2,18,69,18
DPM3,28,68,9
DPP10,22,80,3
DPP10-AS1,18,86,1
DPP3,11,75,19
DPP4,31,71,3
DPP6,55,48,2
DPP7,20,74,11
DPP8,0,44,61
DPP9,7,49,49
DPPA2,8,59,38
DPPA2P3,14,88,3
DPPA3,10,41,54
DPPA4,8,59,38
DPPA5,9,59,37
DPRX,8,50,47
DPRXP4,8,62,35
DPT,30,74,1
DPY19L1,69,35,1
DPY19L1P1,65,37,3
DPY19L2,14,86,5
DPY19L2P1,69,35,1
DPY19L2P2,48,48,9
DPY19L2P3,65,39,1
DPY19L2P4,52,51,2
DPY19L3,12,67,26
DPY19L4,42,46,17
DPY30,14,51,40
DPYD,0,85,20
DPYD-AS1,0,86,19
DPYD-AS2,0,85,20
DPYS,53,48,4
DPYSL2,17,44,44
DPYSL3,8,89,8
DPYSL4,4,88,13
DPYSL5,14,80,11
DQX1,26,78,1
DR1,1,56,48
DRAM1,13,68,24
DRAM2,3,83,19
DRAP1,10,79,16
DRAXIN,0,63,42
DRC1,13,77,15
DRD1,3,90,12
DRD2,23,75,7
DRD3,13,88,4
DRD4,16,79,10
DRD5,8,74,23
DRG1,2,57,46
DRG2,1,44,60
DRGX,18,79,8
DRICH1,4,73,28
DROSHA,14,70,21
DRP2,25,78,2
DSC1,6,42,57
DSC2,6,42,57
DSC3,6,42,57
DSCAM,4,80,21
DSCAM-AS1,3,81,21
DSCAM-IT1,3,81,21
DSCAML1,13,78,14
DSCC1,48,45,12
DSCR10,7,84,14
DSCR3,4,73,28
DSCR4,7,83,15
DSCR8,7,83,15
DSCR9,4,72,29
DSE,10,85,10
DSEL,2,35,68
DSG1,6,42,57
DSG2,6,41,58
DSG3,6,42,57
DSG4,6,42,57
DSN1,63,33,9
DSP,17,79,9
DSPP,2,79,24
DST,21,76,8
DSTN,48,45,12
DSTNP2,24,74,7
DSTYK,17,83,5
DTD1,51,41,13
DTD2,4,55,46
DTHD1,6,79,20
DTL,18,79,8
DTNA,4,41,60
DTNB,12,68,25
DTNBP1,19,80,6
DTWD1,4,70,31
DTWD2,2,78,25
DTX1,13,78,14
DTX2,52,40,13
DTX2P1-UPK3BP1-PMS2P11,53,49,3
DTX3,13,83,9
DTX3L,11,91,3
DTX4,25,73,7
DTYMK,19,82,4
DUOX1,4,60,41
DUOX2,4,61,40
DUOXA1,4,61,40
DUOXA2,4,61,40
DUPD1,3,57,45
DUS1L,17,83,5
DUS2,3,68,34
DUS3L,7,52,46
DUS4L,49,53,3
DUSP1,6,89,10
DUSP10,20,82,3
DUSP11,16,88,1
DUSP12,27,75,3
DUSP13,3,59,43
DUSP14,7,67,31
DUSP15,67,30,8
DUSP16,17,74,14
DUSP18,2,62,41
DUSP19,21,81,3
DUSP2,20,83,2
DUSP21,25,78,2
DUSP22,26,76,3
DUSP23,25,78,2
DUSP26,16,47,42
DUSP27,25,78,2
DUSP28,22,80,3
DUSP3,7,68,30
DUSP4,15,46,44
DUSP5,4,84,17
DUSP5P1,18,75,12
DUSP6,16,87,2
DUSP7,7,91,7
DUSP8,14,86,5
DUSP9,25,78,2
DUT,6,69,30
DUX2,7,71,27
DUX4,7,71,27
DUX4L2,7,71,27
DUX4L3,7,71,27
DUX4L4,7,71,27
DUX4L5,7,71,27
DUX4L6,10,85,10
DUX4L7,10,85,10
DUXA,9,68,28
DUXAP10,7,62,36
DVL1,4,77,24
DVL2,4,38,63
DVL3,11,80,14
DXO,9,87,9
DYDC1,2,87,16
DYDC2,2,87,16
DYM,5,33,67
DYNAP,2,36,67
DYNC1H1,3,53,49
DYNC1I1,53,50,2
DYNC1I2,15,71,19
DYNC1LI1,4,61,40
DYNC1LI2,7,79,19
DYNC2H1,15,82,8
DYNC2LI1,16,69,20
DYNLL1,9,59,37
DYNLL1-AS1,9,59,37
DYNLL2,15,80,10
DYNLRB1,65,31,9
DYNLRB2,19,82,4
DYNLT1,8,86,11
DYNLT3,25,78,2
DYRK1A,4,73,28
DYRK1B,11,70,24
DYRK2,18,83,4
DYRK3,23,77,5
DYRK4,24,74,7
DYSF,18,85,2
DYTN,23,81,1
DYX1C1,0,45,60
DYX1C1-CCPG1,0,45,60
DZANK1,46,44,15
DZIP1,58,44,3
DZIP1L,10,87,8
DZIP3,16,86,3
E2F1,66,31,8
E2F2,0,58,47
E2F3,18,74,13
E2F4,8,78,19
E2F5,48,52,5
E2F6,23,79,3
E2F7,14,86,5
E2F8,30,71,4
E4F1,15,80,10
EAF1,5,88,12
EAF2,11,90,4
EAPP,2,40,63
EARS2,10,68,27
EBAG9,56,45,4
EBF1,17,79,9
EBF2,16,44,45
EBF3,6,86,13
EBF4,39,39,27
EBI3,7,52,46
EBLN1,4,81,20
EBLN2,7,78,20
EBNA1BP2,1,86,18
EBP,25,78,2
EBPL,50,44,11
ECD,1,55,49
ECE1,0,56,49
ECE2,13,79,13
ECEL1,17,81,7
ECEL1P2,19,83,3
ECH1,16,64,25
ECHDC1,11,83,11
ECHDC2,0,50,55
ECHDC3,4,76,25
ECHS1,10,85,10
ECI1,15,80,10
ECI2,20,78,7
ECM1,16,54,35
ECM2,12,75,18
ECRP,9,63,33
ECSCR,4,73,28
ECSIT,6,58,41
ECT2,15,87,3
ECT2L,9,75,21
EDA,25,78,2
EDA2R,25,78,2
EDAR,20,72,13
EDARADD,16,63,26
EDC3,0,65,40
EDC4,3,70,32
EDDM3A,9,63,33
EDDM3B,9,63,33
EDEM1,6,90,9
EDEM2,65,31,9
EDEM3,21,81,3
EDF1,20,74,11
EDIL3,3,86,16
EDN1,20,78,7
EDN2,6,82,17
EDN3,73,32,0
EDNRA,4,77,24
EDNRB,58,45,2
EDNRB-AS1,58,45,2
EDRF1,4,87,14
EEA1,14,76,15
EED,10,88,7
EEF1A1,9,59,37
EEF1A2,71,31,3
EEF1B2,21,72,12
EEF1D,56,44,5
EEF1DP3,58,47,0
EEF1E1,16,81,8
EEF1E1-BLOC1S5,16,81,8
EEF1G,11,72,22
EEF2,8,54,43
EEF2K,12,73,20
EEFSEC,17,83,5
EEPD1,65,39,1
EFCAB1,49,50,6
EFCAB10,34,48,23
EFCAB11,4,62,39
EFCAB12,12,91,2
EFCAB13,8,70,27
EFCAB14,3,85,17
EFCAB14-AS1,3,85,17
EFCAB2,17,71,17
EFCAB3,9,44,52
EFCAB4A,12,81,12
EFCAB4B,26,72,7
EFCAB5,8,63,34
EFCAB6,2,68,35
EFCAB6-AS1,2,68,35
EFCAB7,1,73,31
EFCAB9,3,85,17
EFCC1,11,83,11
EFEMP1,18,79,8
EFEMP2,10,79,16
EFHB,4,75,26
EFHC1,26,76,3
EFHC2,25,78,2
EFHD1,16,79,10
EFHD2,0,69,36
EFNA1,28,70,7
EFNA2,11,68,26
EFNA3,28,71,6
EFNA4,29,70,6
EFNA5,5,79,21
EFNB1,25,78,2
EFNB2,66,38,1
EFNB3,2,41,62
EFR3A,64,38,3
EFR3B,12,70,23
EFS,12,64,29
EFTUD1,2,70,33
EFTUD1P1,2,73,30
EFTUD2,7,67,31
EGF,3,73,29
EGFEM1P,17,85,3
EGFL6,25,78,2
EGFL7,18,76,11
EGFL8,9,87,9
EGFLAM,18,83,4
EGFLAM-AS2,18,83,4
EGFLAM-AS4,18,83,4
EGFR,66,38,1
EGFR-AS1,66,38,1
EGLN1,18,78,9
EGLN2,11,72,22
EGLN3,11,65,29
EGOT,10,88,7
EGR1,4,67,34
EGR2,3,88,14
EGR3,17,44,44
EGR4,16,87,2
EHBP1,17,81,7
EHBP1L1,9,80,16
EHD1,10,80,15
EHD2,8,61,36
EHD3,26,73,6
EHD4,8,48,49
EHF,32,70,3
EHHADH,10,81,14
EHHADH-AS1,10,82,13
EHMT1,18,71,16
EHMT1-IT1,16,74,15
EHMT2,9,87,9
EI24,13,75,17
EID1,4,70,31
EID2,12,70,23
EID2B,12,70,23
EID3,12,72,21
EIF1,14,68,23
EIF1AD,10,79,16
EIF1AX,25,78,2
EIF1AX-AS1,25,78,2
EIF1AY,13,68,24
EIF1B,8,91,6
EIF1B-AS1,9,91,5
EIF2A,13,88,4
EIF2AK1,36,45,24
EIF2AK2,16,69,20
EIF2AK3,19,67,19
EIF2AK4,1,67,37
EIF2B1,9,56,40
EIF2B2,6,66,33
EIF2B3,1,65,39
EIF2B4,16,78,11
EIF2B5,11,79,15
EIF2D,23,77,5
EIF2S1,7,62,36
EIF2S2,65,31,9
EIF2S3,25,78,2
EIF3A,2,78,25
EIF3B,49,49,7
EIF3C,14,68,23
EIF3CL,14,68,23
EIF3D,3,69,33
EIF3E,53,48,4
EIF3F,17,84,4
EIF3G,7,55,43
EIF3H,56,45,4
EIF3I,0,52,53
EIF3IP1,51,53,1
EIF3J,0,37,68
EIF3J-AS1,0,37,68
EIF3K,15,64,26
EIF3L,4,62,39
EIF3M,8,66,31
EIF4A1,2,40,63
EIF4A2,14,87,4
EIF4A3,14,81,10
EIF4B,16,70,19
EIF4E,2,84,19
EIF4E1B,5,84,16
EIF4E2,17,79,9
EIF4E3,7,92,6
EIF4EBP1,23,52,30
EIF4EBP2,3,85,17
EIF4EBP3,9,79,17
EIF4ENIF1,2,57,46
EIF4G1,14,78,13
EIF4G2,23,78,4
EIF4G3,0,56,49
EIF4H,25,48,32
EIF5,3,55,47
EIF5A,4,40,61
EIF5A2,16,86,3
EIF5AL1,7,82,16
EIF5B,15,78,12
EIF6,65,31,9
ELAC1,3,33,69
ELAC2,0,45,60
ELANE,9,68,28
ELAVL1,6,46,53
ELAVL2,18,79,8
ELAVL3,6,58,41
ELAVL4,8,77,20
ELF1,53,44,8
ELF2,3,61,41
ELF3,18,77,10
ELF4,25,78,2
ELF5,24,78,3
ELFN1,50,49,6
ELFN2,2,70,33
ELK1,25,78,2
ELK2AP,29,47,29
ELK3,11,71,23
ELK4,17,84,4
ELL,7,62,36
ELL2,6,80,19
ELL3,0,49,56
ELMO1,65,39,1
ELMO1-AS1,64,40,1
ELMO2,71,34,0
ELMO3,8,78,19
ELMOD1,8,65,32
ELMOD2,4,81,20
ELMOD3,17,83,5
ELMSAN1,2,50,53
ELN,26,49,30
ELOF1,6,57,42
ELOVL1,3,84,18
ELOVL2,18,68,19
ELOVL2-AS1,20,67,18
ELOVL3,0,60,45
ELOVL4,15,84,6
ELOVL5,20,82,3
ELOVL6,3,73,29
ELOVL7,5,82,18
ELP2,3,41,61
ELP3,16,41,48
ELP4,16,83,6
ELP5,4,40,61
ELP6,4,54,47
ELSPBP1,7,52,46
ELTD1,0,87,18
EMB,8,82,15
EMBP1,5,68,32
EMC1,2,70,33
EMC10,8,68,29
EMC2,53,48,4
EMC3,7,76,22
EMC3-AS1,6,77,22
EMC4,1,57,47
EMC6,0,37,68
EMC7,1,57,47
EMC8,13,86,6
EMC9,17,60,28
EMCN,4,82,19
EMD,25,78,2
EME1,11,78,16
EME2,15,80,10
EMG1,23,75,7
EMID1,2,61,42
EMILIN1,15,79,11
EMILIN2,4,35,66
EMILIN3,71,33,1
EML1,5,68,32
EML2,10,70,25
EML3,12,72,21
EML4,17,60,28
EML5,4,62,39
EML6,26,65,14
EMP1,31,66,8
EMP2,10,68,27
EMP3,9,70,26
EMR1,7,48,50
EMR2,4,55,46
EMR3,5,55,45
EMR4P,7,48,50
EMX1,16,86,3
EMX2,3,84,18
EMX2OS,3,84,18
EN1,28,75,2
EN2,59,44,2
ENAH,17,77,11
ENAM,2,66,37
ENC1,6,81,18
ENDOD1,21,77,7
ENDOG,15,57,33
ENDOU,17,85,3
ENDOV,13,83,9
ENG,17,70,18
ENGASE,12,79,14
ENHO,17,78,10
ENKD1,3,72,30
ENKUR,5,81,19
ENO1,0,54,51
ENO1-AS1,0,54,51
ENO2,24,74,7
ENO3,3,31,71
ENO4,4,81,20
ENOPH1,2,72,31
ENOSF1,3,39,63
ENOX1,59,44,2
ENOX2,25,78,2
ENPEP,4,77,24
ENPP1,10,86,9
ENPP2,53,42,10
ENPP3,10,85,10
ENPP4,39,63,3
ENPP5,39,63,3
ENPP6,4,73,28
ENPP7,13,81,11
ENSA,16,54,35
ENTHD1,3,59,43
ENTHD2,14,84,7
ENTPD1,1,82,22
ENTPD1-AS1,1,82,22
ENTPD2,20,74,11
ENTPD3,8,91,6
ENTPD3-AS1,8,91,6
ENTPD4,17,43,45
ENTPD5,1,49,55
ENTPD6,58,40,7
ENTPD7,1,68,36
ENTPD8,18,70,17
ENY2,56,45,4
EOGT,7,85,13
EOMES,5,89,11
EP300,2,40,63
EP400,19,78,8
EP400NL,18,78,9
EPAS1,25,77,3
EPB41,0,31,74
EPB41L1,65,31,9
EPB41L2,11,84,10
EPB41L3,4,41,60
EPB41L4A,2,80,23
EPB41L4A-AS1,2,81,22
EPB41L4A-AS2,2,80,23
EPB41L4B,15,80,10
EPB41L5,17,82,6
EPB42,0,53,52
EPC1,4,79,22
EPC2,18,82,5
EPCAM,17,66,22
EPDR1,65,39,1
EPG5,3,30,72
EPGN,24,68,13
EPHA1,60,43,2
EPHA1-AS1,60,43,2
EPHA10,1,75,29
EPHA2,1,67,37
EPHA3,9,91,5
EPHA4,17,86,2
EPHA5,2,85,18
EPHA6,16,87,2
EPHA7,10,85,10
EPHA8,0,61,44
EPHB1,18,85,2
EPHB2,1,60,44
EPHB3,11,81,13
EPHB4,35,48,22
EPHB6,64,40,1
EPHX1,18,77,10
EPHX2,18,44,43
EPHX3,4,59,42
EPHX4,0,49,56
EPM2A,11,87,7
EPM2AIP1,7,82,16
EPN1,15,73,17
EPN2,3,43,59
EPN2-AS1,3,44,58
EPN2-IT1,3,44,58
EPN3,12,77,16
EPO,35,48,22
EPOR,6,58,41
EPPIN,70,35,0
EPPIN-WFDC6,70,35,0
EPPK1,55,45,5
EPRS,19,72,14
EPS15,1,50,54
EPS15L1,4,62,39
EPS8,21,76,8
EPS8L1,11,72,22
EPS8L2,11,82,12
EPS8L3,2,86,17
EPSTI1,59,44,2
EPT1,13,76,16
EPX,15,79,11
EPYC,16,87,2
EQTN,22,73,10
ERAL1,12,72,21
ERAP1,5,80,20
ERAP2,5,80,20
ERAS,25,78,2
ERBB2,8,76,21
ERBB2IP,3,68,34
ERBB3,17,73,15
ERBB4,22,81,2
ERC1,18,50,37
ERC2,9,87,9
ERC2-IT1,9,90,6
ERCC1,10,70,25
ERCC2,10,69,26
ERCC3,17,81,7
ERCC4,12,73,20
ERCC5,61,43,1
ERCC6,9,88,8
ERCC6-PGBD3,5,92,8
ERCC6L,25,78,2
ERCC6L2,14,80,11
ERCC8,5,82,18
EREG,24,68,13
ERF,19,81,5
ERG,9,81,15
ERGIC1,7,86,12
ERGIC2,20,81,4
ERGIC3,65,31,9
ERH,5,67,33
ERI1,19,42,44
ERI2,18,70,17
ERI3,1,82,22
ERI3-IT1,1,82,22
ERICH1,28,39,38
ERICH1-AS1,28,37,40
ERICH2,15,73,17
ERICH4,22,72,11
ERICH5,43,55,7
ERLEC1,15,66,24
ERLIN1,1,64,40
ERLIN2,29,49,27
ERMAP,1,85,19
ERMARD,24,76,5
ERMN,22,81,2
ERMP1,17,74,14
ERN1,12,78,15
ERN2,10,67,28
ERO1L,6,56,43
ERO1LB,17,61,27
ERP27,21,75,9
ERP29,6,60,39
ERP44,15,75,15
ERRFI1,0,57,48
ERV3-1,33,50,22
ERVFRD-1,21,72,12
ERVK13-1,17,79,9
ERVMER34-1,3,83,19
ERVV-1,9,66,30
ERVV-2,8,66,31
ESAM,16,81,8
ESCO1,2,27,76
ESCO2,16,42,47
ESD,57,45,3
ESF1,43,37,25
ESM1,6,85,14
ESPL1,13,73,19
ESPN,2,63,40
ESPNL,22,80,3
ESPNP,1,68,36
ESR1,9,84,12
ESR2,3,54,48
ESRG,10,89,6
ESRP1,42,46,17
ESRP2,4,71,30
ESRRA,11,79,15
ESRRB,6,63,36
ESRRG,20,82,3
ESX1,25,78,2
ESYT1,17,73,15
ESYT2,59,43,3
ESYT3,10,83,12
ETAA1,20,84,1
ETF1,4,67,34
ETFA,0,63,42
ETFB,11,79,15
ETFDH,4,79,22
ETHE1,15,75,15
ETNK1,18,83,4
ETNK2,18,79,8
ETNPPL,3,73,29
ETS1,32,67,6
ETS2,10,80,15
ETV1,65,39,1
ETV2,15,65,25
ETV3,25,78,2
ETV3L,25,78,2
ETV4,7,68,30
ETV5,11,79,15
ETV6,19,75,11
ETV7,18,71,16
EVA1A,22,82,1
EVA1B,1,69,35
EVA1C,3,78,24
EVC,4,78,23
EVC2,4,78,23
EVI2A,8,62,35
EVI2B,8,62,35
EVI5,0,48,57
EVI5L,6,51,48
EVL,6,67,32
EVPL,14,66,25
EVPLL,1,43,61
EVX1,66,38,1
EVX2,22,81,2
EWSR1,2,61,42
EXD1,1,30,74
EXD2,5,67,33
EXD3,20,68,17
EXO1,18,70,17
EXO5,1,67,37
EXOC1,3,67,35
EXOC2,26,75,4
EXOC3,40,59,6
EXOC3L1,7,78,20
EXOC3L2,8,70,27
EXOC3L4,3,57,45
EXOC4,46,55,4
EXOC5,7,67,31
EXOC6,0,54,51
EXOC6B,18,79,8
EXOC7,14,66,25
EXOC8,19,77,9
EXOG,10,90,5
EXOSC1,2,76,27
EXOSC10,1,59,45
EXOSC2,13,65,27
EXOSC3,15,75,15
EXOSC4,56,43,6
EXOSC5,15,75,15
EXOSC6,3,61,41
EXOSC7,8,91,6
EXOSC8,56,47,2
EXOSC9,3,82,20
EXPH5,7,66,32
EXT1,58,43,4
EXT2,16,86,3
EXTL1,1,55,49
EXTL2,1,85,19
EXTL3,15,45,45
EYA1,54,48,3
EYA2,70,27,8
EYA3,1,41,63
EYA4,10,86,9
EYS,15,81,9
EZH1,8,66,31
EZH2,43,51,11
EZR,8,86,11
EZR-AS1,8,86,11
F10,66,38,1
F11,6,73,26
F11-AS1,6,73,26
F11R,25,65,15
F12,13,80,12
F13A1,25,75,5
F13B,23,80,2
F2,6,68,31
F2R,2,80,23
F2RL1,2,79,24
F2RL2,2,80,23
F2RL3,4,59,42
F3,4,85,16
F5,29,75,1
