,gain,neutral,loss
HBQ1,2,88,5
HBS1L,2,91,2
HBZ,2,88,5
HCAR1,5,85,5
HCAR2,5,85,5
HCAR3,5,85,5
HCCAT5,0,83,12
HCCS,4,77,14
HCFC1,6,74,15
HCFC1-AS1,6,74,15
HCFC1R1,2,88,5
HCFC2,4,87,4
HCG11,4,91,0
HCG14,4,91,0
HCG15,4,91,0
HCG17,4,91,0
HCG18,4,91,0
HCG20,4,91,0
HCG2040054,9,86,0
HCG21,4,91,0
HCG22,4,91,0
HCG23,4,91,0
HCG24,4,91,0
HCG25,4,91,0
HCG26,4,91,0
HCG27,4,91,0
HCG4,4,91,0
HCG4B,4,91,0
HCG9,4,91,0
HCK,8,86,1
HCLS1,8,87,0
HCN1,3,90,2
HCN2,1,86,8
HCN3,7,87,1
HCN4,0,85,10
HCP5,4,91,0
HCP5B,4,91,0
HCRT,3,83,9
HCRTR1,3,86,6
HCRTR2,5,90,0
HCST,6,85,4
HDAC1,2,87,6
HDAC10,1,81,13
HDAC11,3,86,6
HDAC11-AS1,3,86,6
HDAC2,1,91,3
HDAC2-AS2,1,91,3
HDAC3,1,85,9
HDAC4,6,87,2
HDAC5,1,83,11
HDAC6,5,80,10
HDAC7,7,85,3
HDAC8,4,80,11
HDAC9,11,80,4
HDC,0,83,12
HDDC2,1,92,2
HDDC3,0,86,9
HDGF,23,72,0
HDGFL1,4,91,0
HDGFL2,1,86,8
HDGFL3,0,86,9
HDHD2,1,89,5
HDHD3,3,81,11
HDHD5,1,83,11
HDHD5-AS1,1,83,11
HDLBP,4,88,3
HDX,6,77,12
HEATR1,23,71,1
HEATR3,0,87,8
HEATR4,4,86,5
HEATR5A,4,90,1
HEATR5B,8,87,0
HEATR6,5,83,7
HEATR9,0,88,7
HEBP1,7,87,1
HEBP2,1,92,2
HECA,1,92,2
HECTD1,4,90,1
HECTD2,16,75,4
HECTD2-AS1,16,75,4
HECTD3,6,87,2
HECTD4,4,87,4
HECW1,9,82,4
HECW1-IT1,9,82,4
HECW2,4,89,2
HEG1,9,85,1
HEIH,0,85,10
HELB,5,87,3
HELLS,18,73,4
HELQ,2,85,8
HELT,1,82,12
HELZ,4,84,7
HELZ2,13,81,1
HEMGN,1,82,12
HEMK1,3,88,4
HENMT1,5,87,3
HEPACAM,1,88,6
HEPACAM2,10,80,5
HEPH,4,79,12
HEPHL1,2,87,6
HEPN1,1,88,6
HERC1,2,84,9
HERC2,1,83,11
HERC2P10,1,84,10
HERC2P11,1,84,10
HERC2P2,1,84,10
HERC2P3,1,86,8
HERC2P4,0,89,6
HERC2P7,1,84,10
HERC2P9,1,84,10
HERC3,2,86,7
HERC4,19,74,2
HERC5,2,86,7
HERC6,2,86,7
HERPUD1,1,85,9
HERPUD2,10,81,4
HES1,9,85,1
HES2,3,86,6
HES3,2,87,6
HES4,3,87,5
HES5,3,88,4
HES6,5,88,2
HES7,1,83,11
HESX1,3,87,5
HEXA,1,84,10
HEXA-AS1,1,84,10
HEXB,1,85,9
HEXDC,3,84,8
HEXIM1,3,82,10
HEXIM2,3,82,10
HEY1,16,78,1
HEY2,2,91,2
HEYL,6,87,2
HFE,4,91,0
HFM1,4,88,3
HGC6.3,2,91,2
HGD,9,86,0
HGF,12,79,4
HGFAC,3,86,6
HGH1,11,83,1
HGS,8,81,6
HGSNAT,11,82,2
HHAT,23,69,3
HHATL,4,87,4
HHATL-AS1,4,87,4
HHEX,17,74,4
HHIP,1,84,10
HHIP-AS1,1,84,10
HHIPL1,1,89,5
HHIPL2,23,70,2
HHLA1,15,79,1
HHLA2,7,88,0
HHLA3,3,90,2
HIBADH,11,80,4
HIBCH,4,90,1
HIC1,3,81,11
HIC2,1,82,12
HID1,5,83,7
HID1-AS1,5,83,7
HIF1A,1,90,4
HIF1A-AS1,1,90,4
HIF1A-AS2,1,90,4
HIF1AN,18,73,4
HIF3A,3,86,6
HIGD1A,4,87,4
HIGD1B,1,83,11
HIGD1C,8,85,2
HIGD2A,0,86,9
HIGD2B,0,85,10
HIKESHI,2,88,5
HILPDA,11,82,2
HILS1,4,82,9
HINFP,1,89,5
HINT1,1,85,9
HINT2,2,85,8
HINT3,2,91,2
HIP1,10,81,4
HIP1R,6,84,5
HIPK1,5,87,3
HIPK1-AS1,5,87,3
HIPK2,12,81,2
HIPK3,3,84,8
HIPK4,4,86,5
HIRA,2,82,11
HIRIP3,2,88,5
HIST1H1A,6,89,0
HIST1H1B,4,91,0
HIST1H1C,6,89,0
HIST1H1D,4,91,0
HIST1H1E,4,91,0
HIST1H1T,4,91,0
HIST1H2AA,4,91,0
HIST1H2AB,6,89,0
HIST1H2AC,4,91,0
HIST1H2AD,4,91,0
HIST1H2AE,4,91,0
HIST1H2AG,4,91,0
HIST1H2AH,4,91,0
HIST1H2AI,4,91,0
HIST1H2AJ,4,91,0
HIST1H2AK,4,91,0
HIST1H2AL,4,91,0
HIST1H2AM,4,91,0
HIST1H2APS1,4,91,0
HIST1H2BA,4,91,0
HIST1H2BB,6,89,0
HIST1H2BC,4,91,0
HIST1H2BD,4,91,0
HIST1H2BE,4,91,0
HIST1H2BF,4,91,0
HIST1H2BG,4,91,0
HIST1H2BH,4,91,0
HIST1H2BI,4,91,0
HIST1H2BJ,4,91,0
HIST1H2BK,4,91,0
HIST1H2BL,4,91,0
HIST1H2BM,4,91,0
HIST1H2BN,4,91,0
HIST1H2BO,4,91,0
HIST1H3A,6,89,0
HIST1H3B,6,89,0
HIST1H3C,6,89,0
HIST1H3D,4,91,0
HIST1H3E,4,91,0
HIST1H3F,4,91,0
HIST1H3G,4,91,0
HIST1H3H,4,91,0
HIST1H3I,4,91,0
HIST1H3J,4,91,0
HIST1H4A,6,89,0
HIST1H4B,6,89,0
HIST1H4C,4,91,0
HIST1H4D,4,91,0
HIST1H4E,4,91,0
HIST1H4F,4,91,0
HIST1H4G,4,91,0
HIST1H4H,4,91,0
HIST1H4I,4,91,0
HIST1H4J,4,91,0
HIST1H4K,4,91,0
HIST1H4L,4,91,0
HIST2H2AA3,23,72,0
HIST2H2AA4,23,72,0
HIST2H2AB,23,72,0
HIST2H2AC,23,72,0
HIST2H2BA,3,89,3
HIST2H2BC,23,72,0
HIST2H2BE,23,72,0
HIST2H2BF,23,72,0
HIST2H3A,23,72,0
HIST2H3C,23,72,0
HIST2H3D,23,72,0
HIST2H3PS2,21,74,0
HIST2H4A,23,72,0
HIST2H4B,23,72,0
HIST3H2A,24,70,1
HIST3H2BB,24,70,1
HIST3H3,24,70,1
HIST4H4,7,87,1
HIVEP1,4,90,1
HIVEP2,1,92,2
HIVEP3,6,87,2
HJURP,5,88,2
HJV,24,71,0
HK1,18,75,2
HK2,6,89,0
HK3,1,85,9
HKDC1,18,75,2
HKR1,6,85,4
HLA-A,4,91,0
HLA-B,4,91,0
HLA-C,4,91,0
HLA-DMA,4,91,0
HLA-DMB,4,91,0
HLA-DOA,4,91,0
HLA-DOB,4,91,0
HLA-DPA1,4,91,0
HLA-DPB1,4,91,0
HLA-DPB2,4,91,0
HLA-DQA1,5,90,0
HLA-DQA2,4,91,0
HLA-DQB1,4,91,0
HLA-DQB1-AS1,4,91,0
HLA-DQB2,4,91,0
HLA-DRA,4,91,0
HLA-DRB1,4,91,0
HLA-DRB3,0,95,0
HLA-DRB4,0,95,0
HLA-DRB5,5,90,0
HLA-DRB6,4,91,0
HLA-E,4,91,0
HLA-F,4,91,0
HLA-F-AS1,4,91,0
HLA-G,4,91,0
HLA-H,4,91,0
HLA-J,4,91,0
HLA-L,4,91,0
HLA-V,4,91,0
HLCS,3,86,6
HLF,3,85,7
HLTF,9,86,0
HLTF-AS1,9,86,0
HLX,23,70,2
HLX-AS1,23,70,2
HM13,8,86,1
HM13-AS1,8,86,1
HMBOX1,9,80,6
HMBS,1,89,5
HMCES,7,88,0
HMCN1,24,70,1
HMCN2,2,80,13
HMG20A,1,84,10
HMG20B,1,86,8
HMGA1,5,90,0
HMGA1P7,1,92,2
HMGA2,5,87,3
HMGB1,4,85,6
HMGB2,2,83,10
HMGB3,4,76,15
HMGB3P1,8,86,1
HMGB4,1,88,6
HMGCL,3,86,6
HMGCLL1,5,90,0
HMGCR,1,85,9
HMGCS1,3,91,1
HMGCS2,3,89,3
HMGN1,3,86,6
HMGN2,2,87,6
HMGN2P46,2,80,13
HMGN3,1,92,2
HMGN3-AS1,1,92,2
HMGN4,4,91,0
HMGN5,5,78,12
HMGXB3,3,82,10
HMGXB4,1,82,12
HMHB1,1,85,9
HMMR,2,84,9
HMMR-AS1,2,84,9
HMOX1,1,83,11
HMOX2,2,87,6
HMSD,3,87,5
HMX1,1,87,7
HMX2,20,71,4
HMX3,20,71,4
HNF1A,4,86,5
HNF1A-AS1,4,86,5
HNF1B,1,87,7
HNF4A,7,87,1
HNF4A-AS1,7,87,1
HNF4G,15,79,1
HNMT,7,88,0
HNRNPA0,1,86,8
HNRNPA1,8,85,2
HNRNPA1L2,1,85,9
HNRNPA1P10,4,88,3
HNRNPA1P33,17,74,4
HNRNPA2B1,11,80,4
HNRNPA3,5,89,1
HNRNPA3P1,17,75,3
HNRNPAB,0,86,9
HNRNPC,5,88,2
HNRNPCL1,4,84,7
HNRNPCL2,2,88,5
HNRNPCL3,2,88,5
HNRNPCL4,2,88,5
HNRNPD,2,85,8
HNRNPDL,2,85,8
HNRNPF,17,75,3
HNRNPH1,3,83,9
HNRNPH2,6,77,12
HNRNPH3,19,73,3
HNRNPK,1,81,13
HNRNPKP3,3,85,7
HNRNPL,4,86,5
HNRNPLL,10,85,0
HNRNPM,3,87,5
HNRNPR,2,87,6
HNRNPU,25,69,1
HNRNPUL1,3,87,5
HNRNPUL2,6,85,4
HNRNPUL2-BSCL2,6,85,4
HOGA1,18,73,4
HOMER1,1,85,9
HOMER2,0,86,9
HOMER3,7,85,3
HOMER3-AS1,7,85,3
HOMEZ,4,89,2
HOOK1,3,90,2
HOOK2,6,87,2
HOOK3,11,82,2
HOPX,1,87,7
HORMAD1,27,68,0
HORMAD2,1,83,11
HORMAD2-AS1,2,82,11
HOTAIR,7,86,2
HOTAIRM1,11,80,4
HOTS,2,83,10
HOTTIP,11,80,4
HOXA-AS2,11,80,4
HOXA-AS3,11,80,4
HOXA1,11,80,4
HOXA10,11,80,4
HOXA10-AS,11,80,4
HOXA10-HOXA9,11,80,4
HOXA11,11,80,4
HOXA11-AS,11,80,4
HOXA13,11,80,4
HOXA2,11,80,4
HOXA3,11,80,4
HOXA4,11,80,4
HOXA5,11,80,4
HOXA6,11,80,4
HOXA7,11,80,4
HOXA9,11,80,4
HOXB-AS1,4,82,9
HOXB-AS3,3,82,10
HOXB1,5,81,9
HOXB13,2,83,10
HOXB2,4,82,9
HOXB3,3,83,9
HOXB4,3,83,9
HOXB5,3,83,9
HOXB6,3,82,10
HOXB7,3,82,10
HOXB8,3,82,10
HOXB9,2,83,10
HOXC-AS1,7,86,2
HOXC-AS2,7,86,2
HOXC-AS3,7,86,2
HOXC10,7,86,2
HOXC11,7,86,2
HOXC12,7,86,2
HOXC13,7,86,2
HOXC13-AS,7,86,2
HOXC4,8,85,2
HOXC5,8,85,2
HOXC6,8,85,2
HOXC8,7,86,2
HOXC9,7,86,2
HOXD-AS2,4,90,1
HOXD1,4,90,1
HOXD10,4,90,1
HOXD11,4,90,1
HOXD12,4,90,1
HOXD13,4,90,1
HOXD3,4,90,1
HOXD4,4,90,1
HOXD8,4,90,1
HOXD9,4,90,1
HP,0,83,12
HP09053,9,85,1
HP1BP3,2,87,6
HPCA,2,87,6
HPCAL1,8,87,0
HPCAL4,6,87,2
HPD,4,86,5
HPDL,6,87,2
HPF1,2,83,10
HPGD,1,83,11
HPGDS,1,86,8
HPN,6,85,4
HPN-AS1,6,85,4
HPR,0,83,12
HPRT1,4,76,15
HPS1,17,74,4
HPS3,9,86,0
HPS4,1,82,12
HPS5,2,84,9
HPS6,17,74,4
HPSE,2,85,8
HPSE2,17,74,4
HPVC1,9,82,4
HPX,2,83,10
HPYR1,15,79,1
HR,8,81,6
HRAS,2,84,9
HRASLS,9,85,1
HRASLS2,3,85,7
HRASLS5,3,85,7
HRAT17,11,81,3
HRAT5,3,90,2
HRAT92,9,82,4
HRC,2,87,6
HRCT1,2,85,8
HRG,10,84,1
HRH1,1,88,6
HRH2,0,85,10
HRH3,14,80,1
HRH4,4,87,4
HRK,4,87,4
HRNR,24,71,0
HS1BP3,8,87,0
HS1BP3-IT1,8,87,0
HS2ST1,4,88,3
HS3ST1,1,88,6
HS3ST2,1,88,6
HS3ST3A1,1,84,10
HS3ST3B1,1,84,10
HS3ST4,0,89,6
HS3ST5,1,91,3
HS3ST6,3,87,5
HS6ST1,7,88,0
HS6ST2,4,76,15
HS6ST2-AS1,4,76,15
HS6ST3,3,84,8
HSBP1,0,83,12
HSBP1L1,1,88,6
HSCB,4,79,12
HSD11B1,23,69,3
HSD11B1L,2,86,7
HSD11B2,0,84,11
HSD17B1,3,82,10
HSD17B10,4,81,10
HSD17B11,2,85,8
HSD17B12,3,85,7
HSD17B13,2,85,8
HSD17B14,4,85,6
HSD17B2,0,83,12
HSD17B3,1,82,12
HSD17B3-AS1,1,82,12
HSD17B4,1,85,9
HSD17B6,7,86,2
HSD17B7,24,71,0
HSD17B7P2,17,74,4
HSD17B8,4,91,0
HSD3B1,3,89,3
HSD3B2,3,89,3
HSD3B7,2,88,5
HSD3BP4,3,89,3
HSD52,4,89,2
HSDL1,0,83,12
HSDL2,1,82,12
HSF1,11,83,1
HSF2,1,91,3
HSF2BP,5,84,6
HSF4,1,83,11
HSF5,3,84,8
HSFX1,4,76,15
HSFX2,4,76,15
HSFX3,4,76,15
HSFX4,4,76,15
HSFY1,16,52,27
HSFY1P1,1,83,11
HSFY2,16,52,27
HSH2D,8,84,3
HSP90AA1,2,88,5
HSP90AB1,5,90,0
HSP90AB4P,0,84,11
HSP90B1,4,87,4
HSP90B2P,0,84,11
HSPA12A,18,73,4
HSPA12B,9,84,2
HSPA13,3,85,7
HSPA14,18,73,4
HSPA1A,4,91,0
HSPA1B,4,91,0
HSPA1L,4,91,0
HSPA2,3,88,4
HSPA4,2,84,9
HSPA4L,1,84,10
HSPA5,3,83,9
HSPA6,24,71,0
HSPA7,24,71,0
HSPA8,2,88,5
HSPA9,1,85,9
HSPB1,10,81,4
HSPB11,5,88,2
HSPB2,1,88,6
HSPB2-C11orf52,1,88,6
HSPB3,2,86,7
HSPB6,6,85,4
HSPB7,4,86,5
HSPB8,4,87,4
HSPB9,4,82,9
HSPBAP1,8,87,0
HSPBP1,4,86,5
HSPC324,2,80,13
HSPD1,4,89,2
HSPE1,4,89,2
HSPE1-MOB4,4,89,2
HSPG2,2,87,6
HSPH1,3,86,6
HTATIP2,2,84,9
HTATSF1,5,75,15
HTATSF1P2,5,89,1
HTD2,2,88,5
HTN1,2,87,6
HTN3,2,87,6
HTR1A,2,84,9
HTR1B,1,93,1
HTR1D,3,86,6
HTR1E,2,91,2
HTR1F,6,85,4
HTR2A,2,84,9
HTR2A-AS1,2,84,9
HTR2B,5,87,3
HTR2C,5,76,14
HTR3A,1,88,6
HTR3B,1,88,6
HTR3C,9,85,1
HTR3D,9,85,1
HTR3E,9,85,1
HTR3E-AS1,9,85,1
HTR4,1,84,10
HTR5A,12,81,2
HTR5A-AS1,12,81,2
HTR6,2,87,6
HTR7,16,75,4
HTR7P1,7,87,1
HTRA1,20,71,4
HTRA2,7,88,0
HTRA3,1,88,6
HTRA4,12,81,2
HTT,3,86,6
HTT-AS,3,86,6
HULC,5,89,1
HUNK,3,86,6
HUS1,9,82,4
HUS1B,5,89,1
HUWE1,4,81,10
HVCN1,5,86,4
HYAL1,3,88,4
HYAL2,3,88,4
HYAL3,3,88,4
HYAL4,11,82,2
HYALP1,11,82,2
HYDIN,0,83,12
HYDIN2,23,72,0
HYI,7,86,2
HYKK,0,85,10
HYLS1,1,88,6
HYMAI,1,93,1
HYOU1,2,88,5
HYPK,0,79,16
HYPM,4,78,13
IAH1,7,87,1
IAPP,6,88,1
IARS,1,83,11
IARS2,23,70,2
IBA57,24,70,1
IBA57-DT,24,70,1
IBSP,2,85,8
IBTK,1,92,2
ICA1,10,81,4
ICA1L,4,89,2
ICAM1,5,87,3
ICAM2,5,84,6
ICAM3,5,87,3
ICAM4,5,87,3
ICAM5,5,87,3
ICE1,3,90,2
ICE2,0,84,11
ICK,4,91,0
ICMT,2,87,6
ICOS,4,89,2
ICOSLG,1,88,6
ID1,8,86,1
ID2,7,88,0
ID2-AS1,7,88,0
ID3,2,87,6
ID4,6,89,0
IDE,17,74,4
IDH1,5,88,2
IDH1-AS1,5,88,2
IDH2,0,86,9
IDH2-DT,0,86,9
IDH3A,0,85,10
IDH3B,9,84,2
IDH3G,6,74,15
IDI1,17,73,5
IDI2,17,73,5
IDI2-AS1,17,73,5
IDNK,1,81,13
IDO1,13,80,2
IDO2,12,81,2
IDS,4,76,15
IDUA,1,87,7
IER2,6,87,2
IER3,4,91,0
IER3-AS1,4,91,0
IER3IP1,1,89,5
IER5,25,70,0
IER5L,2,80,13
IFFO1,7,87,1
IFFO2,2,87,6
IFI16,23,72,0
IFI27,2,91,2
IFI27L1,2,91,2
IFI27L2,2,91,2
IFI30,6,88,1
IFI35,1,84,10
IFI44,5,88,2
IFI44L,5,88,2
IFI6,3,86,6
IFIH1,6,89,0
IFIT1,16,75,4
IFIT1B,16,75,4
IFIT2,16,75,4
IFIT3,16,75,4
IFIT5,16,75,4
IFITM1,2,83,10
IFITM10,2,83,10
IFITM2,2,83,10
IFITM3,2,83,10
IFITM4P,4,91,0
IFITM5,2,83,10
IFNA1,2,83,10
IFNA10,2,83,10
IFNA13,2,83,10
IFNA14,2,83,10
IFNA16,2,83,10
IFNA17,2,83,10
IFNA2,2,83,10
IFNA21,2,83,10
IFNA22P,2,83,10
IFNA4,2,83,10
IFNA5,2,83,10
IFNA6,2,83,10
IFNA7,2,83,10
IFNA8,2,83,10
IFNAR1,3,86,6
IFNAR2,3,86,6
IFNB1,2,83,10
IFNE,2,83,10
IFNG,5,87,3
IFNG-AS1,5,87,3
IFNGR1,2,91,2
IFNGR2,1,88,6
IFNK,2,84,9
IFNL1,5,85,5
IFNL2,5,85,5
IFNL3,5,85,5
IFNL4,5,85,5
IFNLR1,3,86,6
IFNW1,2,83,10
IFRD1,11,81,3
IFRD2,3,88,4
IFT122,7,88,0
IFT140,5,85,5
IFT172,9,86,0
IFT20,5,82,8
IFT22,10,80,5
IFT27,1,82,12
IFT43,2,88,5
IFT46,2,89,4
IFT52,8,86,1
IFT57,7,88,0
IFT74,2,84,9
IFT74-AS1,2,84,9
IFT80,10,85,0
IFT81,4,87,4
IFT88,2,86,7
IGBP1,4,80,11
IGBP1P1,3,90,2
IGDCC3,2,83,10
IGDCC4,2,83,10
IGF1,4,87,4
IGF1R,0,84,11
IGF2,2,83,10
IGF2-AS,2,83,10
IGF2BP1,2,83,10
IGF2BP2,9,85,1
IGF2BP2-AS1,9,85,1
IGF2BP3,11,80,4
IGF2R,1,92,2
IGFALS,3,86,6
IGFBP1,10,81,4
IGFBP2,4,89,2
IGFBP3,10,81,4
IGFBP4,6,81,8
IGFBP5,4,89,2
IGFBP6,8,85,2
IGFBP7,1,87,7
IGFBP7-AS1,2,86,7
IGFBPL1,2,84,9
IGFL1,3,86,6
IGFL2,3,86,6
IGFL2-AS1,3,86,6
IGFL3,3,86,6
IGFL4,3,86,6
IGFLR1,6,85,4
IGFN1,23,70,2
IGHMBP2,6,87,2
IGHV1OR15-1,1,86,8
IGHV1OR15-3,1,86,8
IGIP,3,83,9
IGLL1,2,82,11
IGLL3P,2,81,12
IGLL5,2,81,12
IGLON5,4,85,6
IGSF1,4,76,15
IGSF10,9,86,0
IGSF11,8,87,0
IGSF11-AS1,8,87,0
IGSF21,2,87,6
IGSF22,2,84,9
IGSF23,4,84,7
IGSF3,4,88,3
IGSF5,3,86,6
IGSF6,1,88,6
IGSF8,23,72,0
IGSF9,23,72,0
IGSF9B,1,88,6
IHH,4,89,2
IK,2,84,9
IKBIP,4,87,4
IKBKB,10,83,2
IKBKE,25,68,2
IKBKG,6,74,15
IKZF1,9,82,4
IKZF2,4,89,2
IKZF3,12,77,6
IKZF4,12,82,1
IKZF5,20,71,4
IL10,23,69,3
IL10RA,2,88,5
IL10RB,3,86,6
IL10RB-DT,3,86,6
IL11,4,86,5
IL11RA,3,83,9
IL12A,10,85,0
IL12A-AS1,10,85,0
IL12B,1,85,9
IL12RB1,6,88,1
IL12RB2,3,90,2
IL13,2,84,9
IL13RA1,4,78,13
IL13RA2,6,75,14
IL15,1,84,10
IL15RA,18,74,3
IL16,0,84,11
IL17A,4,91,0
IL17B,2,83,10
IL17C,0,84,11
IL17D,3,85,7
IL17F,4,91,0
IL17RA,1,83,11
IL17RB,2,88,5
IL17RC,2,87,6
IL17RD,3,87,5
IL17RE,2,87,6
IL17REL,1,81,13
IL18,1,88,6
IL18BP,4,87,4
IL18R1,5,90,0
IL18RAP,5,90,0
IL19,23,69,3
IL1A,8,87,0
IL1B,8,87,0
IL1F10,9,86,0
IL1R1,5,90,0
IL1R2,5,90,0
IL1RAP,10,84,1
IL1RAPL1,5,77,13
IL1RAPL2,6,77,12
IL1RL1,5,90,0
IL1RL2,5,90,0
IL1RN,12,83,0
IL2,2,84,9
IL20,23,69,3
IL20RA,2,91,2
IL20RB,8,87,0
IL21,1,85,9
IL21-AS1,1,85,9
IL21R,0,90,5
IL21R-AS1,0,90,5
IL22,4,87,4
IL22RA1,3,86,6
IL22RA2,2,91,2
IL23A,11,83,1
IL23R,3,90,2
IL24,23,69,3
IL25,4,89,2
IL26,5,87,3
IL27,3,88,4
IL27RA,6,87,2
IL2RA,18,74,3
IL2RB,1,83,11
IL2RG,4,80,11
IL3,1,85,9
IL31,4,87,4
IL31RA,1,87,7
IL32,2,88,5
IL33,3,83,9
IL34,2,81,12
IL36A,8,87,0
IL36B,8,87,0
IL36G,8,87,0
IL36RN,9,86,0
IL37,8,87,0
IL3RA,4,77,14
IL4,2,84,9
IL4I1,2,86,7
IL4R,0,90,5
IL5,2,84,9
IL5RA,1,87,7
IL6,10,81,4
IL6R,24,71,0
IL6R-AS1,24,71,0
IL6ST,1,87,7
IL7,15,79,1
IL7R,4,90,1
IL9,1,85,9
IL9R,5,79,11
ILDR1,8,87,0
ILDR2,24,71,0
ILF2,24,71,0
ILF3,7,85,3
ILF3-DT,7,85,3
ILK,2,83,10
ILKAP,5,88,2
ILVBL,7,85,3
IMMP1L,3,84,8
IMMP2L,11,81,3
IMMT,6,89,0
IMP3,0,85,10
IMP4,6,89,0
IMPA1,16,78,1
IMPA1P1,16,78,1
IMPA2,5,87,3
IMPACT,4,87,4
IMPAD1,12,82,1
IMPDH1,11,82,2
IMPDH2,6,85,4
IMPG1,1,93,1
IMPG2,7,88,0
INA,17,73,5
INAFM1,3,86,6
INAFM2,0,80,15
INAVA,23,70,2
INCA1,2,82,11
INCENP,5,85,5
INE1,4,81,10
INE2,4,77,14
INF2,3,87,5
ING1,3,83,9
ING2,1,82,12
ING3,11,82,2
ING4,7,87,1
ING5,4,88,3
INGX,4,80,11
INHA,4,89,2
INHBA,9,82,4
INHBA-AS1,9,82,4
INHBB,6,89,0
INHBC,6,86,3
INHBE,6,86,3
INIP,1,82,12
INKA1,5,86,4
INKA2,5,87,3
INKA2-AS1,5,87,3
INMT,11,80,4
INMT-MINDY4,11,80,4
INO80,0,80,15
INO80B,7,88,0
INO80B-WBP1,7,88,0
INO80C,1,90,4
INO80D,4,89,2
INO80E,2,88,5
INPP1,4,90,1
INPP4A,6,89,0
INPP4B,1,84,10
INPP5A,21,70,4
INPP5B,4,87,4
INPP5D,5,87,3
INPP5E,3,80,12
INPP5F,19,72,4
INPP5J,1,84,10
INPP5K,4,80,11
INPPL1,4,87,4
INS,2,83,10
INS-IGF2,2,83,10
INSC,4,82,9
INSIG1,12,81,2
INSIG2,6,89,0
INSL3,6,87,2
INSL4,2,84,9
INSL5,3,90,2
INSL6,2,84,9
INSM1,8,86,1
INSM2,5,88,2
INSR,3,85,7
INSRR,23,72,0
INSYN1,0,85,10
INSYN1-AS1,0,85,10
INSYN2,20,71,4
INSYN2B,1,84,10
INTS1,9,82,4
INTS10,9,81,5
INTS11,5,85,5
INTS12,1,86,8
INTS13,6,88,1
INTS14,1,84,10
INTS2,4,84,7
INTS3,7,87,1
INTS4,3,87,5
INTS4P1,10,82,3
INTS4P2,10,82,3
INTS5,7,84,4
INTS6,1,85,9
INTS6-AS1,1,85,9
INTS6L,5,75,15
INTS6L-AS1,5,75,15
INTS7,22,71,2
INTS8,17,77,1
INTS9,9,80,6
INTU,1,84,10
INVS,1,82,12
IP6K1,5,86,4
IP6K2,5,86,4
IP6K3,5,90,0
IPCEF1,1,91,3
IPMK,18,73,4
IPO11,1,86,8
IPO11-LRRC70,1,86,8
IPO13,6,87,2
IPO4,3,90,2
IPO5,3,84,8
IPO5P1,6,86,3
IPO7,2,84,9
IPO8,6,88,1
IPO9,24,69,2
IPO9-AS1,24,69,2
IPP,7,86,2
IPPK,1,82,12
IPW,2,83,10
IQCA1,5,88,2
IQCA1L,11,82,2
IQCB1,8,87,0
IQCC,2,87,6
IQCD,5,86,4
IQCE,9,82,4
IQCF1,6,85,4
IQCF2,6,85,4
IQCF3,6,85,4
IQCF4,6,85,4
IQCF5,6,85,4
IQCF5-AS1,6,85,4
IQCF6,6,85,4
IQCG,9,85,1
IQCH,0,85,10
IQCH-AS1,0,85,10
IQCJ,10,85,0
IQCJ-SCHIP1,10,85,0
IQCJ-SCHIP1-AS1,10,85,0
IQCK,2,87,6
IQCM,1,84,10
IQCN,8,86,1
IQGAP1,0,86,9
IQGAP2,1,85,9
IQGAP3,25,70,0
IQSEC1,1,88,6
IQSEC2,4,81,10
IQSEC3,10,84,1
IQUB,11,82,2
IRAIN,0,84,11
IRAK1,6,74,15
IRAK1BP1,1,92,2
IRAK2,1,88,6
IRAK3,5,87,3
IRAK4,7,86,2
IREB2,0,85,10
IRF1,2,85,8
IRF2,1,82,12
IRF2BP1,3,86,6
IRF2BP2,23,71,1
IRF2BPL,4,86,5
IRF3,4,85,6
IRF4,5,89,1
IRF5,11,82,2
IRF6,23,69,3
IRF7,2,84,9
IRF8,0,84,11
IRF9,3,90,2
IRGC,3,85,7
IRGM,1,84,10
IRGQ,3,85,7
IRS1,5,88,2
IRS2,3,83,9
IRS4,5,78,12
IRX1,3,90,2
IRX2,3,90,2
IRX3,0,86,9
IRX4,3,90,2
IRX5,0,86,9
IRX6,0,86,9
ISCA1,1,81,13
ISCA2,3,87,5
ISCU,4,87,4
ISG15,3,87,5
ISG20,0,86,9
ISG20L2,23,72,0
ISL1,1,87,7
ISL2,0,85,10
ISLR,1,85,9
ISLR2,1,85,9
ISM1,11,83,1
ISM1-AS1,11,83,1
ISM2,3,87,5
ISOC1,1,85,9
ISOC2,4,86,5
ISPD,11,80,4
ISPD-AS1,11,80,4
IST1,0,83,12
ISX,1,82,12
ISX-AS1,1,82,12
ISY1,7,88,0
ISY1-RAB43,7,88,0
ISYNA1,9,84,2
ITCH,10,84,1
ITFG1,0,88,7
ITFG1-AS1,0,88,7
ITFG2,8,86,1
ITFG2-AS1,8,86,1
ITGA1,1,87,7
ITGA10,24,71,0
ITGA11,0,85,10
ITGA2,1,87,7
ITGA2B,0,84,11
ITGA3,4,82,9
ITGA4,4,90,1
ITGA5,8,85,2
ITGA6,6,89,0
ITGA7,9,84,2
ITGA8,18,73,4
ITGA9,2,88,5
ITGA9-AS1,2,88,5
ITGAD,0,89,6
ITGAE,3,81,11
ITGAL,2,88,5
ITGAM,0,89,6
ITGAV,4,90,1
ITGAX,0,89,6
